,angry,disgust,fear,happy,sad,surprise,neutral
465,0.07,0.0,0.15,0.0,0.41,0.01,0.36
466,0.08,0.0,0.18,0.0,0.5,0.01,0.23
467,0.07,0.0,0.12,0.0,0.49,0.01,0.32
468,0.14,0.0,0.16,0.0,0.37,0.02,0.32
469,0.1,0.0,0.18,0.0,0.45,0.02,0.26
470,0.09,0.0,0.13,0.0,0.46,0.02,0.3
471,0.12,0.0,0.2,0.0,0.4,0.01,0.26
472,0.09,0.0,0.18,0.0,0.42,0.01,0.3
473,0.09,0.0,0.14,0.0,0.35,0.02,0.4
474,0.1,0.0,0.2,0.0,0.37,0.02,0.32
475,0.09,0.0,0.28,0.0,0.38,0.02,0.22
476,0.05,0.0,0.14,0.0,0.47,0.02,0.33
477,0.09,0.0,0.2,0.0,0.46,0.01,0.23
478,0.07,0.0,0.1,0.0,0.49,0.01,0.32
479,0.08,0.0,0.23,0.0,0.38,0.02,0.28
480,0.12,0.0,0.14,0.0,0.52,0.01,0.21
481,0.21,0.0,0.16,0.0,0.34,0.01,0.27
482,0.11,0.0,0.13,0.0,0.44,0.02,0.3
483,0.12,0.0,0.14,0.0,0.49,0.01,0.23
484,0.13,0.0,0.15,0.0,0.44,0.01,0.26
485,0.1,0.0,0.18,0.0,0.46,0.01,0.25
486,0.07,0.0,0.19,0.0,0.49,0.01,0.24
487,0.13,0.0,0.26,0.0,0.34,0.02,0.23
488,0.12,0.0,0.17,0.0,0.39,0.02,0.29
489,0.08,0.0,0.21,0.0,0.42,0.01,0.27
490,0.11,0.0,0.19,0.0,0.37,0.02,0.32
491,0.09,0.0,0.17,0.0,0.4,0.01,0.33
492,0.19,0.0,0.22,0.0,0.36,0.02,0.21
493,0.17,0.0,0.29,0.0,0.28,0.02,0.24
494,0.09,0.0,0.24,0.0,0.35,0.01,0.31
495,0.13,0.0,0.21,0.0,0.34,0.02,0.3
496,0.15,0.0,0.25,0.0,0.33,0.02,0.24
497,0.13,0.0,0.24,0.0,0.43,0.02,0.18
498,0.14,0.0,0.23,0.0,0.41,0.01,0.2
499,0.1,0.0,0.18,0.0,0.4,0.02,0.3
500,0.14,0.0,0.19,0.0,0.41,0.01,0.25
501,0.11,0.0,0.14,0.0,0.43,0.02,0.29
502,0.1,0.0,0.21,0.0,0.39,0.02,0.27
503,0.09,0.0,0.2,0.0,0.45,0.01,0.25
504,0.11,0.0,0.2,0.0,0.32,0.02,0.34
505,0.13,0.0,0.21,0.0,0.24,0.04,0.38
506,0.08,0.0,0.24,0.0,0.43,0.01,0.24
507,0.12,0.0,0.19,0.0,0.39,0.04,0.26
508,0.1,0.0,0.29,0.0,0.34,0.03,0.24
509,0.14,0.0,0.15,0.01,0.31,0.02,0.36
510,0.1,0.0,0.2,0.0,0.34,0.02,0.35
511,0.12,0.0,0.21,0.0,0.31,0.02,0.34
512,0.11,0.0,0.24,0.0,0.32,0.02,0.31
513,0.12,0.0,0.2,0.0,0.4,0.02,0.26
514,0.16,0.0,0.13,0.0,0.36,0.03,0.32
515,0.09,0.0,0.2,0.0,0.49,0.01,0.21
516,0.14,0.0,0.15,0.0,0.44,0.01,0.25
517,0.08,0.0,0.11,0.0,0.56,0.01,0.24
518,0.1,0.0,0.18,0.0,0.44,0.01,0.27
519,0.1,0.0,0.11,0.0,0.51,0.01,0.27
520,0.12,0.0,0.12,0.0,0.42,0.02,0.31
521,0.11,0.0,0.17,0.0,0.47,0.01,0.23
522,0.08,0.0,0.18,0.0,0.43,0.01,0.3
523,0.08,0.0,0.2,0.0,0.47,0.02,0.23
524,0.06,0.0,0.2,0.0,0.47,0.01,0.25
525,0.1,0.0,0.16,0.0,0.41,0.01,0.31
526,0.08,0.0,0.17,0.0,0.43,0.01,0.3
527,0.13,0.0,0.15,0.0,0.54,0.01,0.16
528,0.12,0.0,0.12,0.0,0.43,0.02,0.32
529,0.12,0.0,0.2,0.0,0.5,0.02,0.16
530,0.14,0.0,0.13,0.0,0.5,0.01,0.23
531,0.14,0.0,0.26,0.0,0.46,0.01,0.13
532,0.11,0.0,0.21,0.0,0.39,0.02,0.27
533,0.09,0.0,0.21,0.0,0.5,0.01,0.18
534,0.09,0.0,0.16,0.0,0.44,0.01,0.3
535,0.07,0.0,0.13,0.0,0.47,0.01,0.32
536,0.08,0.0,0.21,0.0,0.46,0.01,0.24
537,0.05,0.0,0.28,0.0,0.49,0.01,0.17
538,0.07,0.0,0.2,0.0,0.42,0.02,0.28
539,0.08,0.0,0.25,0.0,0.49,0.01,0.18
540,0.07,0.0,0.14,0.0,0.33,0.02,0.44
541,0.08,0.0,0.16,0.0,0.42,0.01,0.34
542,0.07,0.0,0.2,0.0,0.45,0.02,0.26
543,0.09,0.0,0.14,0.0,0.48,0.01,0.27
544,0.08,0.0,0.18,0.0,0.42,0.01,0.31
545,0.13,0.0,0.23,0.0,0.4,0.02,0.2
546,0.12,0.0,0.26,0.0,0.41,0.02,0.19
547,0.15,0.0,0.21,0.0,0.46,0.02,0.16
548,0.15,0.0,0.17,0.0,0.46,0.01,0.2
549,0.12,0.0,0.2,0.0,0.38,0.01,0.29
550,0.12,0.0,0.12,0.0,0.44,0.01,0.31
551,0.16,0.0,0.13,0.0,0.48,0.01,0.22
552,0.16,0.0,0.12,0.0,0.35,0.02,0.34
553,0.14,0.0,0.1,0.0,0.39,0.02,0.34
554,0.17,0.0,0.12,0.0,0.44,0.01,0.26
555,0.18,0.0,0.15,0.01,0.39,0.02,0.25
556,0.19,0.0,0.17,0.0,0.42,0.03,0.18
557,0.12,0.0,0.17,0.0,0.48,0.03,0.2
558,0.15,0.0,0.18,0.0,0.34,0.02,0.31
559,0.14,0.0,0.09,0.0,0.48,0.01,0.28
560,0.11,0.0,0.16,0.0,0.49,0.02,0.23
561,0.13,0.0,0.14,0.0,0.42,0.02,0.28
562,0.12,0.0,0.17,0.0,0.43,0.01,0.26
563,0.17,0.0,0.2,0.0,0.46,0.03,0.14
564,0.16,0.0,0.16,0.0,0.46,0.01,0.2
565,0.09,0.0,0.23,0.0,0.41,0.01,0.26
566,0.17,0.0,0.16,0.0,0.46,0.01,0.2
567,0.09,0.0,0.17,0.0,0.42,0.02,0.29
568,0.14,0.0,0.19,0.0,0.41,0.02,0.23
569,0.2,0.0,0.12,0.0,0.44,0.02,0.23
570,0.2,0.0,0.18,0.0,0.34,0.02,0.26
571,0.09,0.0,0.19,0.0,0.47,0.01,0.23
572,0.07,0.0,0.21,0.0,0.41,0.01,0.3
573,0.09,0.0,0.24,0.0,0.34,0.03,0.3
574,0.08,0.0,0.14,0.0,0.46,0.01,0.31
575,0.1,0.0,0.18,0.0,0.43,0.02,0.27
576,0.08,0.0,0.16,0.0,0.39,0.03,0.34
577,0.06,0.0,0.2,0.0,0.47,0.01,0.26
578,0.1,0.0,0.15,0.0,0.48,0.01,0.25
579,0.05,0.0,0.16,0.0,0.49,0.0,0.29
580,0.05,0.0,0.15,0.0,0.47,0.0,0.32
581,0.06,0.0,0.12,0.0,0.36,0.0,0.45
582,0.07,0.0,0.1,0.0,0.46,0.0,0.37
583,0.07,0.0,0.13,0.0,0.46,0.0,0.35
584,0.05,0.0,0.15,0.0,0.41,0.0,0.38
585,0.06,0.0,0.13,0.0,0.43,0.0,0.38
586,0.06,0.0,0.17,0.0,0.49,0.0,0.28
587,0.05,0.0,0.18,0.0,0.42,0.0,0.34
588,0.05,0.0,0.17,0.0,0.55,0.0,0.23
589,0.06,0.0,0.16,0.0,0.49,0.0,0.28
590,0.04,0.0,0.17,0.0,0.4,0.0,0.39
591,0.05,0.0,0.12,0.0,0.34,0.01,0.47
592,0.05,0.0,0.14,0.0,0.35,0.01,0.44
593,0.05,0.0,0.19,0.0,0.36,0.01,0.4
594,0.06,0.0,0.18,0.0,0.43,0.0,0.33
595,0.05,0.0,0.21,0.0,0.44,0.0,0.29
596,0.05,0.0,0.13,0.0,0.46,0.0,0.35
597,0.05,0.0,0.09,0.0,0.41,0.0,0.44
598,0.05,0.0,0.15,0.0,0.45,0.0,0.35
599,0.05,0.0,0.1,0.0,0.42,0.0,0.43
600,0.05,0.0,0.15,0.0,0.43,0.0,0.37
601,0.04,0.0,0.07,0.0,0.41,0.0,0.47
602,0.06,0.0,0.13,0.0,0.45,0.0,0.36
603,0.04,0.0,0.09,0.0,0.37,0.0,0.49
604,0.04,0.0,0.13,0.0,0.46,0.0,0.37
605,0.03,0.0,0.07,0.0,0.29,0.0,0.61
606,0.04,0.0,0.05,0.0,0.4,0.0,0.51
607,0.03,0.0,0.06,0.0,0.3,0.0,0.61
608,0.05,0.0,0.07,0.0,0.31,0.0,0.56
609,0.04,0.0,0.06,0.0,0.31,0.0,0.59
610,0.04,0.0,0.06,0.0,0.35,0.0,0.54
611,0.05,0.0,0.06,0.0,0.29,0.0,0.6
612,0.07,0.0,0.08,0.0,0.5,0.0,0.35
613,0.05,0.0,0.06,0.0,0.48,0.0,0.4
614,0.07,0.0,0.09,0.0,0.28,0.01,0.55
615,0.05,0.0,0.1,0.0,0.33,0.01,0.51
616,0.06,0.0,0.13,0.0,0.3,0.01,0.5
617,0.05,0.0,0.07,0.0,0.43,0.01,0.44
618,0.05,0.0,0.07,0.0,0.4,0.01,0.47
619,0.06,0.0,0.11,0.0,0.34,0.01,0.47
620,0.05,0.0,0.11,0.0,0.29,0.01,0.54
621,0.06,0.0,0.13,0.0,0.3,0.01,0.5
622,0.05,0.0,0.16,0.0,0.35,0.01,0.43
623,0.06,0.0,0.16,0.0,0.31,0.01,0.45
624,0.05,0.0,0.1,0.0,0.4,0.02,0.42
625,0.06,0.0,0.11,0.0,0.32,0.01,0.49
626,0.08,0.0,0.11,0.0,0.34,0.01,0.45
627,0.05,0.0,0.13,0.0,0.33,0.01,0.48
628,0.1,0.0,0.15,0.0,0.25,0.02,0.48
629,0.08,0.0,0.15,0.0,0.28,0.02,0.47
630,0.05,0.0,0.1,0.0,0.25,0.01,0.58
631,0.11,0.01,0.09,0.0,0.23,0.02,0.54
632,0.1,0.01,0.09,0.0,0.26,0.02,0.51
633,0.06,0.0,0.11,0.0,0.35,0.01,0.46
634,0.08,0.0,0.13,0.0,0.37,0.02,0.4
635,0.08,0.0,0.16,0.0,0.36,0.02,0.38
636,0.08,0.0,0.08,0.0,0.37,0.01,0.45
637,0.16,0.0,0.09,0.0,0.41,0.01,0.32
638,0.08,0.0,0.1,0.0,0.29,0.02,0.51
639,0.06,0.0,0.07,0.0,0.49,0.01,0.37
640,0.06,0.0,0.08,0.0,0.41,0.01,0.44
641,0.08,0.0,0.09,0.0,0.49,0.01,0.32
642,0.05,0.0,0.13,0.0,0.45,0.02,0.35
643,0.06,0.0,0.2,0.0,0.47,0.01,0.25
644,0.1,0.0,0.11,0.0,0.37,0.02,0.4
645,0.08,0.0,0.14,0.0,0.42,0.03,0.33
646,0.1,0.0,0.13,0.0,0.43,0.02,0.32
647,0.1,0.0,0.14,0.0,0.38,0.02,0.35
648,0.05,0.0,0.19,0.0,0.47,0.01,0.28
649,0.11,0.0,0.11,0.0,0.35,0.01,0.41
650,0.07,0.0,0.15,0.0,0.39,0.01,0.37
651,0.06,0.0,0.22,0.0,0.43,0.01,0.29
652,0.06,0.0,0.19,0.0,0.41,0.01,0.32
653,0.08,0.0,0.18,0.0,0.35,0.04,0.35
654,0.08,0.0,0.17,0.0,0.41,0.03,0.3
655,0.08,0.0,0.16,0.0,0.41,0.03,0.32
656,0.08,0.0,0.09,0.0,0.4,0.02,0.4
657,0.08,0.0,0.14,0.0,0.39,0.03,0.36
658,0.07,0.0,0.12,0.0,0.43,0.03,0.34
659,0.08,0.0,0.13,0.0,0.44,0.02,0.33
660,0.07,0.0,0.16,0.0,0.42,0.02,0.33
661,0.05,0.0,0.16,0.0,0.38,0.02,0.4
662,0.1,0.0,0.2,0.0,0.37,0.02,0.31
663,0.07,0.0,0.23,0.0,0.49,0.03,0.18
664,0.09,0.0,0.14,0.0,0.34,0.03,0.4
665,0.07,0.0,0.11,0.0,0.31,0.04,0.47
666,0.12,0.0,0.14,0.0,0.42,0.05,0.27
667,0.08,0.0,0.16,0.0,0.32,0.06,0.38
668,0.1,0.0,0.15,0.0,0.43,0.04,0.28
669,0.09,0.0,0.2,0.0,0.41,0.02,0.28
670,0.12,0.0,0.14,0.0,0.51,0.01,0.22
671,0.1,0.0,0.12,0.0,0.55,0.01,0.22
672,0.09,0.0,0.1,0.0,0.44,0.03,0.34
673,0.08,0.0,0.2,0.0,0.39,0.04,0.29
674,0.05,0.0,0.15,0.0,0.42,0.04,0.35
675,0.04,0.0,0.12,0.0,0.58,0.01,0.25
676,0.08,0.0,0.17,0.0,0.44,0.03,0.28
677,0.04,0.0,0.16,0.0,0.5,0.01,0.3
678,0.07,0.0,0.14,0.0,0.45,0.01,0.34
679,0.07,0.0,0.13,0.0,0.48,0.01,0.32
680,0.07,0.0,0.11,0.0,0.45,0.01,0.36
681,0.06,0.0,0.11,0.0,0.48,0.01,0.34
682,0.07,0.0,0.23,0.0,0.32,0.02,0.36
683,0.1,0.0,0.1,0.0,0.5,0.01,0.28
684,0.07,0.0,0.19,0.0,0.35,0.03,0.36
685,0.07,0.0,0.16,0.0,0.28,0.03,0.46
686,0.09,0.0,0.18,0.0,0.36,0.03,0.34
687,0.09,0.0,0.17,0.0,0.43,0.02,0.29
688,0.08,0.0,0.17,0.0,0.36,0.01,0.38
689,0.07,0.0,0.15,0.0,0.43,0.02,0.33
690,0.1,0.0,0.1,0.0,0.39,0.01,0.41
691,0.12,0.0,0.21,0.0,0.33,0.02,0.32
692,0.08,0.0,0.2,0.0,0.41,0.01,0.29
693,0.07,0.0,0.2,0.0,0.42,0.01,0.29
694,0.08,0.0,0.24,0.0,0.35,0.03,0.3
695,0.06,0.0,0.2,0.0,0.42,0.01,0.31
696,0.1,0.0,0.16,0.0,0.39,0.02,0.32
697,0.08,0.0,0.14,0.0,0.36,0.04,0.38
698,0.08,0.0,0.13,0.0,0.38,0.02,0.39
699,0.1,0.0,0.11,0.0,0.39,0.01,0.38
700,0.08,0.0,0.13,0.0,0.33,0.03,0.43
701,0.05,0.0,0.12,0.0,0.38,0.01,0.44
702,0.07,0.0,0.09,0.0,0.41,0.01,0.42
703,0.09,0.0,0.18,0.0,0.43,0.01,0.29
704,0.08,0.0,0.1,0.0,0.48,0.0,0.34
705,0.12,0.0,0.12,0.0,0.4,0.01,0.34
706,0.07,0.0,0.12,0.0,0.44,0.01,0.36
707,0.08,0.0,0.21,0.0,0.5,0.02,0.19
708,0.09,0.0,0.1,0.0,0.37,0.01,0.44
709,0.09,0.0,0.15,0.0,0.33,0.01,0.41
710,0.09,0.0,0.21,0.0,0.39,0.01,0.3
711,0.11,0.0,0.18,0.0,0.34,0.03,0.34
712,0.13,0.0,0.16,0.0,0.32,0.03,0.36
713,0.1,0.0,0.19,0.0,0.42,0.01,0.27
714,0.09,0.0,0.18,0.0,0.38,0.01,0.34
715,0.09,0.0,0.14,0.0,0.35,0.02,0.39
716,0.08,0.0,0.09,0.0,0.46,0.01,0.37
717,0.1,0.0,0.09,0.0,0.37,0.0,0.44
718,0.09,0.0,0.18,0.0,0.38,0.03,0.32
719,0.06,0.0,0.24,0.0,0.38,0.02,0.29
720,0.1,0.0,0.09,0.0,0.52,0.01,0.28
721,0.06,0.0,0.22,0.0,0.58,0.02,0.12
722,0.06,0.0,0.23,0.0,0.44,0.02,0.24
723,0.09,0.0,0.26,0.0,0.49,0.02,0.14
724,0.08,0.0,0.24,0.0,0.48,0.03,0.16
725,0.08,0.0,0.2,0.0,0.49,0.02,0.2
726,0.12,0.0,0.22,0.0,0.43,0.02,0.21
727,0.11,0.0,0.18,0.0,0.47,0.02,0.22
728,0.09,0.0,0.22,0.0,0.48,0.01,0.19
729,0.11,0.0,0.18,0.0,0.42,0.02,0.26
730,0.07,0.0,0.23,0.0,0.43,0.02,0.25
731,0.06,0.0,0.2,0.0,0.43,0.02,0.29
732,0.07,0.0,0.23,0.0,0.4,0.03,0.27
733,0.09,0.0,0.2,0.0,0.47,0.02,0.23
734,0.06,0.0,0.21,0.0,0.44,0.02,0.28
735,0.05,0.0,0.2,0.0,0.47,0.02,0.26
736,0.1,0.0,0.2,0.0,0.41,0.02,0.27
737,0.13,0.0,0.21,0.0,0.4,0.02,0.23
738,0.08,0.0,0.21,0.0,0.45,0.02,0.23
739,0.07,0.0,0.21,0.0,0.45,0.01,0.26
740,0.07,0.0,0.19,0.0,0.42,0.01,0.3
741,0.09,0.0,0.26,0.0,0.41,0.02,0.22
742,0.05,0.0,0.23,0.0,0.43,0.01,0.28
743,0.05,0.0,0.17,0.0,0.5,0.01,0.26
744,0.08,0.0,0.2,0.0,0.47,0.01,0.24
745,0.08,0.0,0.18,0.0,0.52,0.01,0.21
746,0.1,0.0,0.19,0.0,0.48,0.02,0.21
747,0.09,0.0,0.2,0.0,0.37,0.05,0.28
748,0.06,0.0,0.19,0.0,0.4,0.02,0.32
749,0.06,0.0,0.19,0.0,0.44,0.01,0.29
750,0.07,0.0,0.27,0.0,0.41,0.03,0.23
751,0.08,0.0,0.18,0.0,0.31,0.02,0.4
752,0.12,0.0,0.2,0.0,0.38,0.02,0.27
753,0.11,0.0,0.25,0.0,0.39,0.02,0.23
754,0.11,0.0,0.16,0.0,0.36,0.01,0.35
755,0.08,0.0,0.17,0.0,0.37,0.02,0.36
756,0.12,0.0,0.2,0.0,0.37,0.03,0.28
757,0.08,0.0,0.16,0.0,0.4,0.01,0.35
758,0.12,0.0,0.18,0.0,0.42,0.02,0.26
759,0.08,0.0,0.31,0.0,0.33,0.02,0.26
760,0.11,0.0,0.26,0.0,0.4,0.02,0.22
761,0.07,0.0,0.18,0.0,0.43,0.01,0.3
762,0.08,0.0,0.24,0.0,0.35,0.01,0.31
763,0.08,0.0,0.19,0.0,0.38,0.01,0.34
764,0.14,0.0,0.16,0.0,0.34,0.01,0.34
765,0.08,0.0,0.25,0.0,0.33,0.02,0.32
766,0.1,0.0,0.17,0.0,0.47,0.01,0.25
767,0.1,0.0,0.23,0.0,0.41,0.02,0.24
768,0.07,0.0,0.24,0.0,0.37,0.03,0.29
769,0.11,0.0,0.19,0.0,0.42,0.02,0.26
770,0.1,0.0,0.2,0.0,0.38,0.02,0.29
771,0.09,0.0,0.27,0.0,0.32,0.03,0.29
772,0.09,0.0,0.24,0.0,0.47,0.02,0.18
773,0.09,0.0,0.29,0.0,0.32,0.02,0.28
774,0.09,0.0,0.2,0.0,0.42,0.01,0.28
775,0.08,0.0,0.23,0.0,0.49,0.01,0.19
776,0.1,0.0,0.21,0.0,0.4,0.02,0.27
777,0.12,0.0,0.28,0.0,0.38,0.02,0.2
778,0.09,0.0,0.24,0.0,0.41,0.02,0.24
779,0.11,0.0,0.28,0.0,0.32,0.04,0.25
780,0.11,0.0,0.24,0.0,0.35,0.04,0.25
781,0.16,0.0,0.24,0.0,0.39,0.01,0.19
782,0.1,0.0,0.23,0.01,0.26,0.02,0.39
783,0.09,0.0,0.25,0.0,0.3,0.04,0.32
784,0.09,0.0,0.35,0.0,0.33,0.02,0.2
785,0.16,0.0,0.24,0.0,0.39,0.01,0.19
786,0.14,0.0,0.28,0.0,0.3,0.04,0.24
787,0.15,0.0,0.25,0.0,0.33,0.04,0.23
788,0.17,0.0,0.22,0.0,0.33,0.03,0.25
789,0.13,0.0,0.24,0.0,0.36,0.02,0.24
790,0.12,0.0,0.24,0.0,0.4,0.02,0.23
791,0.16,0.0,0.27,0.0,0.32,0.05,0.2
792,0.1,0.0,0.29,0.0,0.32,0.04,0.25
793,0.12,0.0,0.25,0.0,0.37,0.02,0.24
794,0.08,0.0,0.18,0.0,0.32,0.03,0.38
795,0.12,0.0,0.19,0.0,0.27,0.02,0.4
796,0.09,0.0,0.19,0.0,0.34,0.02,0.35
797,0.09,0.0,0.22,0.0,0.27,0.05,0.36
798,0.13,0.0,0.2,0.0,0.31,0.03,0.32
799,0.12,0.0,0.26,0.0,0.24,0.03,0.35
800,0.16,0.0,0.27,0.0,0.29,0.03,0.25
801,0.12,0.0,0.26,0.01,0.28,0.05,0.29
802,0.14,0.0,0.2,0.01,0.28,0.02,0.35
803,0.11,0.0,0.28,0.0,0.31,0.03,0.27
804,0.11,0.0,0.23,0.0,0.3,0.03,0.33
805,0.11,0.0,0.24,0.0,0.3,0.04,0.31
806,0.11,0.0,0.28,0.0,0.31,0.03,0.27
807,0.1,0.0,0.21,0.0,0.4,0.02,0.27
808,0.16,0.0,0.2,0.0,0.34,0.04,0.25
809,0.15,0.0,0.24,0.0,0.2,0.09,0.31
810,0.13,0.0,0.31,0.0,0.29,0.04,0.23
811,0.09,0.0,0.2,0.0,0.27,0.03,0.41
812,0.13,0.0,0.23,0.0,0.25,0.04,0.35
813,0.08,0.0,0.24,0.0,0.3,0.03,0.34
814,0.11,0.0,0.28,0.0,0.26,0.04,0.31
815,0.11,0.0,0.34,0.0,0.21,0.03,0.3
816,0.09,0.0,0.27,0.0,0.33,0.04,0.27
817,0.08,0.0,0.29,0.0,0.31,0.06,0.25
818,0.1,0.0,0.34,0.0,0.29,0.05,0.21
819,0.08,0.0,0.27,0.0,0.34,0.02,0.29
820,0.1,0.0,0.26,0.0,0.35,0.02,0.27
821,0.1,0.0,0.36,0.0,0.34,0.03,0.18
822,0.12,0.0,0.21,0.0,0.37,0.03,0.28
823,0.11,0.0,0.23,0.0,0.29,0.03,0.33
824,0.1,0.0,0.27,0.0,0.3,0.07,0.25
825,0.11,0.0,0.17,0.0,0.35,0.02,0.34
826,0.12,0.0,0.24,0.0,0.34,0.02,0.27
827,0.1,0.0,0.18,0.0,0.5,0.02,0.2
828,0.09,0.0,0.23,0.0,0.36,0.02,0.29
829,0.1,0.0,0.19,0.0,0.39,0.02,0.29
830,0.11,0.0,0.17,0.0,0.35,0.02,0.34
831,0.09,0.0,0.21,0.0,0.41,0.01,0.27
832,0.2,0.0,0.21,0.0,0.3,0.03,0.26
833,0.12,0.0,0.24,0.01,0.23,0.04,0.36
834,0.09,0.0,0.26,0.0,0.34,0.02,0.28
835,0.11,0.0,0.17,0.0,0.32,0.02,0.37
836,0.11,0.0,0.22,0.0,0.35,0.03,0.29
837,0.11,0.0,0.25,0.0,0.29,0.03,0.3
838,0.12,0.0,0.23,0.0,0.35,0.03,0.26
839,0.09,0.0,0.2,0.01,0.27,0.03,0.39
840,0.09,0.0,0.15,0.0,0.29,0.02,0.44
841,0.1,0.0,0.2,0.0,0.31,0.05,0.34
842,0.08,0.0,0.21,0.0,0.31,0.03,0.37
843,0.12,0.0,0.24,0.0,0.34,0.02,0.27
844,0.12,0.0,0.16,0.0,0.36,0.02,0.34
845,0.11,0.0,0.19,0.0,0.45,0.02,0.23
846,0.11,0.0,0.23,0.0,0.43,0.02,0.21
847,0.1,0.0,0.25,0.0,0.37,0.02,0.27
848,0.07,0.0,0.23,0.0,0.37,0.01,0.32
849,0.09,0.0,0.15,0.0,0.37,0.01,0.38
850,0.09,0.0,0.19,0.0,0.42,0.03,0.26
851,0.1,0.0,0.2,0.0,0.33,0.03,0.34
852,0.14,0.0,0.15,0.0,0.36,0.04,0.3
853,0.11,0.0,0.32,0.0,0.27,0.03,0.26
854,0.07,0.0,0.25,0.0,0.35,0.03,0.3
855,0.1,0.0,0.19,0.0,0.34,0.02,0.36
856,0.09,0.0,0.24,0.0,0.32,0.03,0.32
857,0.07,0.0,0.27,0.0,0.45,0.03,0.19
858,0.1,0.0,0.26,0.0,0.4,0.02,0.22
859,0.1,0.0,0.3,0.0,0.19,0.03,0.37
860,0.13,0.0,0.25,0.0,0.37,0.02,0.23
861,0.1,0.0,0.23,0.0,0.31,0.03,0.33
862,0.09,0.0,0.22,0.0,0.37,0.02,0.3
863,0.06,0.0,0.25,0.0,0.33,0.02,0.34
864,0.07,0.0,0.2,0.0,0.4,0.03,0.29
865,0.08,0.0,0.29,0.0,0.35,0.02,0.26
866,0.1,0.0,0.29,0.0,0.37,0.03,0.21
867,0.1,0.0,0.16,0.0,0.35,0.02,0.37
868,0.1,0.0,0.18,0.0,0.4,0.03,0.29
869,0.07,0.0,0.22,0.0,0.33,0.03,0.35
870,0.08,0.0,0.17,0.0,0.31,0.01,0.43
871,0.09,0.0,0.19,0.0,0.35,0.03,0.33
872,0.1,0.0,0.15,0.0,0.31,0.01,0.43
873,0.15,0.0,0.2,0.0,0.4,0.03,0.23
874,0.1,0.0,0.26,0.01,0.32,0.06,0.25
875,0.07,0.0,0.26,0.0,0.28,0.04,0.36
876,0.08,0.0,0.11,0.0,0.39,0.01,0.41
877,0.08,0.0,0.24,0.0,0.29,0.04,0.34
878,0.08,0.0,0.16,0.0,0.35,0.01,0.39
879,0.13,0.0,0.12,0.0,0.33,0.02,0.39
880,0.09,0.0,0.24,0.0,0.34,0.04,0.28
881,0.1,0.0,0.22,0.0,0.42,0.02,0.24
882,0.08,0.0,0.19,0.0,0.33,0.04,0.35
883,0.09,0.0,0.18,0.0,0.36,0.02,0.35
884,0.08,0.0,0.26,0.0,0.38,0.02,0.25
885,0.09,0.0,0.19,0.0,0.3,0.03,0.38
886,0.09,0.0,0.2,0.0,0.39,0.01,0.3
887,0.09,0.0,0.19,0.0,0.38,0.04,0.3
888,0.06,0.0,0.2,0.0,0.32,0.02,0.41
889,0.07,0.0,0.16,0.0,0.4,0.01,0.35
890,0.08,0.0,0.27,0.0,0.39,0.03,0.23
891,0.08,0.0,0.14,0.0,0.51,0.01,0.27
892,0.07,0.0,0.16,0.0,0.45,0.01,0.31
893,0.07,0.0,0.16,0.0,0.44,0.01,0.32
894,0.09,0.0,0.22,0.0,0.38,0.03,0.28
895,0.06,0.0,0.19,0.0,0.49,0.01,0.24
896,0.07,0.0,0.22,0.0,0.46,0.01,0.24
897,0.07,0.0,0.21,0.0,0.38,0.01,0.32
898,0.08,0.0,0.18,0.0,0.44,0.02,0.29
899,0.07,0.0,0.16,0.0,0.41,0.01,0.35
900,0.09,0.0,0.12,0.0,0.26,0.01,0.51
901,0.08,0.0,0.16,0.0,0.34,0.02,0.4
902,0.08,0.0,0.19,0.0,0.34,0.02,0.37
903,0.06,0.0,0.18,0.0,0.37,0.03,0.36
904,0.08,0.0,0.18,0.0,0.33,0.03,0.38
905,0.09,0.0,0.16,0.0,0.33,0.02,0.4
906,0.09,0.0,0.22,0.0,0.35,0.02,0.32
907,0.08,0.0,0.2,0.0,0.38,0.01,0.33
908,0.08,0.0,0.2,0.0,0.35,0.02,0.35
909,0.06,0.0,0.22,0.0,0.27,0.02,0.43
910,0.08,0.0,0.17,0.0,0.36,0.02,0.36
911,0.11,0.0,0.12,0.0,0.3,0.02,0.44
912,0.09,0.0,0.16,0.0,0.42,0.01,0.32
913,0.11,0.0,0.15,0.0,0.4,0.01,0.33
914,0.13,0.0,0.18,0.0,0.3,0.02,0.37
915,0.1,0.0,0.22,0.0,0.3,0.03,0.35
916,0.07,0.0,0.23,0.0,0.32,0.02,0.36
917,0.08,0.0,0.19,0.0,0.35,0.01,0.37
918,0.1,0.0,0.28,0.0,0.37,0.02,0.22
919,0.09,0.0,0.2,0.0,0.49,0.01,0.21
920,0.1,0.0,0.19,0.0,0.37,0.02,0.32
921,0.08,0.0,0.28,0.0,0.36,0.02,0.26
922,0.07,0.0,0.19,0.0,0.43,0.01,0.3
923,0.07,0.0,0.16,0.0,0.39,0.01,0.37
924,0.05,0.0,0.17,0.0,0.29,0.01,0.48
925,0.07,0.0,0.18,0.0,0.36,0.01,0.39
926,0.07,0.0,0.21,0.0,0.37,0.01,0.33
927,0.07,0.0,0.17,0.0,0.38,0.01,0.38
928,0.09,0.0,0.18,0.0,0.42,0.01,0.3
929,0.13,0.0,0.16,0.0,0.32,0.02,0.37
