,angry,disgust,fear,happy,sad,surprise,neutral,frame
1308,0.01,0.0,0.03,0.0,0.04,0.01,0.91,13080
1309,0.0,0.0,0.03,0.0,0.02,0.0,0.95,13090
1310,0.0,0.0,0.03,0.0,0.02,0.0,0.94,13100
1311,0.0,0.0,0.03,0.0,0.01,0.0,0.95,13110
1312,0.0,0.0,0.02,0.01,0.01,0.0,0.95,13120
1313,0.0,0.0,0.04,0.01,0.01,0.0,0.93,13130
1314,0.01,0.0,0.07,0.02,0.02,0.0,0.89,13140
1315,0.01,0.0,0.08,0.02,0.03,0.01,0.86,13150
1316,0.0,0.0,0.02,0.16,0.06,0.0,0.75,13160
1317,0.01,0.0,0.02,0.04,0.13,0.0,0.79,13170
1318,0.01,0.0,0.03,0.13,0.2,0.0,0.62,13180
1319,0.01,0.0,0.01,0.16,0.11,0.0,0.71,13190
1320,0.01,0.0,0.01,0.31,0.11,0.0,0.55,13200
1321,0.01,0.0,0.03,0.19,0.15,0.0,0.62,13210
1322,0.0,0.0,0.04,0.04,0.14,0.0,0.78,13220
1323,0.0,0.0,0.03,0.07,0.11,0.0,0.78,13230
1324,0.0,0.0,0.04,0.27,0.12,0.0,0.57,13240
1325,0.0,0.0,0.01,0.66,0.02,0.0,0.3,13250
1326,0.0,0.0,0.02,0.47,0.03,0.0,0.47,13260
1327,0.0,0.0,0.01,0.65,0.04,0.0,0.29,13270
1328,0.0,0.0,0.01,0.67,0.02,0.0,0.29,13280
1329,0.0,0.0,0.01,0.78,0.01,0.0,0.19,13290
1330,0.0,0.0,0.01,0.74,0.01,0.0,0.24,13300
1331,0.0,0.0,0.02,0.59,0.03,0.0,0.36,13310
1332,0.0,0.0,0.01,0.5,0.03,0.0,0.45,13320
1333,0.0,0.0,0.01,0.58,0.01,0.0,0.39,13330
1334,0.0,0.0,0.02,0.56,0.02,0.0,0.39,13340
1335,0.0,0.0,0.03,0.11,0.02,0.0,0.84,13350
1336,0.0,0.0,0.03,0.18,0.02,0.0,0.76,13360
1337,0.0,0.0,0.02,0.15,0.02,0.0,0.81,13370
1338,0.0,0.0,0.02,0.05,0.03,0.0,0.89,13380
1339,0.0,0.0,0.05,0.05,0.03,0.0,0.86,13390
1340,0.0,0.0,0.03,0.13,0.03,0.0,0.82,13400
1341,0.0,0.0,0.03,0.06,0.01,0.0,0.9,13410
1342,0.01,0.0,0.06,0.03,0.04,0.0,0.86,13420
1343,0.0,0.0,0.03,0.02,0.01,0.0,0.93,13430
1344,0.01,0.0,0.02,0.08,0.02,0.0,0.87,13440
1345,0.0,0.0,0.01,0.03,0.01,0.0,0.94,13450
1346,0.0,0.0,0.03,0.06,0.02,0.0,0.88,13460
1347,0.0,0.0,0.02,0.02,0.01,0.0,0.95,13470
1348,0.0,0.0,0.02,0.0,0.02,0.0,0.95,13480
1349,0.0,0.0,0.04,0.01,0.02,0.0,0.92,13490
1350,0.0,0.0,0.03,0.01,0.01,0.0,0.94,13500
1351,0.0,0.0,0.02,0.0,0.02,0.0,0.96,13510
1352,0.0,0.0,0.03,0.02,0.02,0.0,0.93,13520
1353,0.0,0.0,0.02,0.13,0.01,0.0,0.83,13530
1354,0.0,0.0,0.02,0.03,0.02,0.0,0.94,13540
1355,0.0,0.0,0.03,0.01,0.03,0.0,0.93,13550
1356,0.0,0.0,0.02,0.01,0.02,0.0,0.94,13560
1357,0.0,0.0,0.03,0.0,0.02,0.0,0.93,13570
1358,0.0,0.0,0.02,0.0,0.02,0.0,0.96,13580
1359,0.0,0.0,0.04,0.0,0.03,0.0,0.92,13590
1360,0.0,0.0,0.01,0.01,0.02,0.0,0.96,13600
1361,0.0,0.0,0.03,0.0,0.03,0.0,0.93,13610
1362,0.0,0.0,0.02,0.01,0.04,0.0,0.92,13620
1363,0.01,0.0,0.04,0.01,0.03,0.0,0.91,13630
1364,0.0,0.0,0.02,0.01,0.05,0.0,0.93,13640
1365,0.0,0.0,0.01,0.02,0.01,0.0,0.95,13650
1366,0.0,0.0,0.02,0.01,0.02,0.0,0.95,13660
1367,0.0,0.0,0.02,0.02,0.02,0.0,0.94,13670
1368,0.0,0.0,0.03,0.02,0.02,0.0,0.92,13680
1369,0.0,0.0,0.02,0.01,0.02,0.0,0.94,13690
1370,0.0,0.0,0.02,0.0,0.02,0.0,0.95,13700
1371,0.0,0.0,0.01,0.01,0.03,0.0,0.94,13710
1372,0.0,0.0,0.02,0.0,0.02,0.0,0.95,13720
1373,0.0,0.0,0.01,0.0,0.02,0.0,0.97,13730
1374,0.01,0.0,0.05,0.0,0.04,0.0,0.9,13740
1375,0.0,0.0,0.03,0.0,0.03,0.0,0.94,13750
1376,0.0,0.0,0.04,0.0,0.03,0.0,0.92,13760
1377,0.01,0.0,0.05,0.0,0.05,0.0,0.89,13770
1378,0.0,0.0,0.02,0.0,0.05,0.0,0.92,13780
1379,0.01,0.0,0.05,0.0,0.05,0.0,0.89,13790
1380,0.0,0.0,0.03,0.0,0.04,0.0,0.92,13800
1381,0.01,0.0,0.05,0.0,0.04,0.0,0.9,13810
1382,0.01,0.0,0.05,0.0,0.04,0.0,0.9,13820
1383,0.0,0.0,0.03,0.0,0.04,0.0,0.92,13830
1384,0.0,0.0,0.04,0.0,0.03,0.0,0.93,13840
1385,0.0,0.0,0.03,0.0,0.05,0.0,0.91,13850
1386,0.01,0.0,0.06,0.0,0.06,0.0,0.87,13860
1387,0.0,0.0,0.05,0.0,0.04,0.0,0.9,13870
1388,0.0,0.0,0.03,0.0,0.03,0.0,0.93,13880
1389,0.01,0.0,0.06,0.0,0.04,0.0,0.88,13890
1390,0.0,0.0,0.04,0.0,0.06,0.0,0.89,13900
1391,0.0,0.0,0.05,0.0,0.04,0.0,0.9,13910
1392,0.01,0.0,0.06,0.0,0.04,0.0,0.88,13920
1393,0.01,0.0,0.06,0.0,0.05,0.0,0.88,13930
1394,0.01,0.0,0.04,0.0,0.04,0.0,0.91,13940
1395,0.0,0.0,0.05,0.0,0.04,0.0,0.9,13950
1396,0.01,0.0,0.05,0.0,0.04,0.0,0.89,13960
1397,0.0,0.0,0.05,0.0,0.04,0.0,0.9,13970
1398,0.01,0.0,0.08,0.0,0.07,0.0,0.84,13980
1399,0.01,0.0,0.08,0.0,0.05,0.01,0.86,13990
1400,0.01,0.0,0.06,0.0,0.05,0.0,0.88,14000
1401,0.01,0.0,0.05,0.0,0.04,0.0,0.9,14010
1402,0.01,0.0,0.06,0.0,0.05,0.0,0.88,14020
1403,0.0,0.0,0.03,0.0,0.03,0.0,0.93,14030
1404,0.01,0.0,0.06,0.0,0.04,0.0,0.89,14040
1405,0.01,0.0,0.05,0.0,0.07,0.0,0.87,14050
1406,0.01,0.0,0.06,0.0,0.04,0.0,0.89,14060
1407,0.0,0.0,0.03,0.0,0.04,0.0,0.93,14070
1408,0.0,0.0,0.04,0.0,0.03,0.0,0.93,14080
1409,0.01,0.0,0.07,0.0,0.03,0.01,0.88,14090
1410,0.01,0.0,0.07,0.0,0.05,0.0,0.87,14100
1411,0.0,0.0,0.05,0.0,0.04,0.0,0.9,14110
1412,0.0,0.0,0.05,0.0,0.04,0.0,0.9,14120
1413,0.01,0.0,0.05,0.0,0.05,0.0,0.89,14130
1414,0.01,0.0,0.05,0.0,0.04,0.0,0.91,14140
1415,0.01,0.0,0.07,0.0,0.05,0.0,0.87,14150
1416,0.01,0.0,0.05,0.0,0.04,0.0,0.9,14160
1417,0.0,0.0,0.05,0.0,0.04,0.0,0.9,14170
1418,0.0,0.0,0.02,0.0,0.02,0.0,0.95,14180
1419,0.0,0.0,0.06,0.0,0.05,0.0,0.88,14190
1420,0.01,0.0,0.04,0.0,0.05,0.0,0.9,14200
1421,0.02,0.0,0.09,0.0,0.09,0.01,0.79,14210
1422,0.01,0.0,0.06,0.0,0.06,0.0,0.87,14220
1423,0.01,0.0,0.05,0.0,0.04,0.0,0.9,14230
1424,0.0,0.0,0.02,0.0,0.03,0.0,0.95,14240
1425,0.0,0.0,0.03,0.0,0.03,0.0,0.94,14250
1426,0.01,0.0,0.08,0.0,0.05,0.0,0.85,14260
1427,0.0,0.0,0.04,0.0,0.06,0.0,0.89,14270
1428,0.0,0.0,0.04,0.0,0.05,0.0,0.9,14280
1429,0.0,0.0,0.03,0.0,0.04,0.0,0.92,14290
1430,0.0,0.0,0.04,0.0,0.06,0.0,0.89,14300
1431,0.01,0.0,0.04,0.0,0.03,0.0,0.92,14310
1432,0.01,0.0,0.06,0.0,0.06,0.0,0.87,14320
1433,0.01,0.0,0.05,0.0,0.05,0.0,0.89,14330
1434,0.01,0.0,0.04,0.0,0.03,0.0,0.92,14340
1435,0.01,0.0,0.11,0.0,0.07,0.0,0.81,14350
1436,0.0,0.0,0.02,0.0,0.03,0.0,0.94,14360
1437,0.01,0.0,0.05,0.0,0.06,0.0,0.87,14370
1438,0.01,0.0,0.09,0.0,0.06,0.01,0.83,14380
1439,0.01,0.0,0.06,0.0,0.04,0.0,0.89,14390
1440,0.01,0.0,0.08,0.0,0.05,0.0,0.86,14400
1441,0.0,0.0,0.04,0.0,0.03,0.0,0.92,14410
1442,0.01,0.0,0.07,0.0,0.05,0.0,0.87,14420
1443,0.0,0.0,0.05,0.0,0.04,0.0,0.91,14430
1444,0.01,0.0,0.06,0.0,0.06,0.0,0.88,14440
1445,0.01,0.0,0.04,0.0,0.04,0.0,0.91,14450
1446,0.01,0.0,0.05,0.0,0.05,0.0,0.9,14460
1447,0.01,0.0,0.06,0.0,0.05,0.0,0.88,14470
1448,0.0,0.0,0.05,0.0,0.03,0.0,0.91,14480
1449,0.01,0.0,0.08,0.0,0.08,0.0,0.84,14490
1450,0.01,0.0,0.06,0.0,0.04,0.01,0.89,14500
1451,0.0,0.0,0.05,0.0,0.04,0.01,0.9,14510
1452,0.01,0.0,0.04,0.0,0.04,0.0,0.91,14520
1453,0.0,0.0,0.05,0.0,0.04,0.0,0.91,14530
1454,0.0,0.0,0.05,0.0,0.03,0.0,0.91,14540
1455,0.01,0.0,0.07,0.0,0.06,0.0,0.86,14550
1456,0.01,0.0,0.12,0.0,0.08,0.01,0.78,14560
1457,0.01,0.0,0.07,0.0,0.05,0.0,0.87,14570
1458,0.01,0.0,0.12,0.0,0.09,0.01,0.77,14580
1459,0.0,0.0,0.06,0.0,0.03,0.01,0.9,14590
1460,0.01,0.0,0.08,0.0,0.05,0.0,0.86,14600
1461,0.01,0.0,0.05,0.0,0.05,0.0,0.89,14610
1462,0.01,0.0,0.09,0.0,0.07,0.01,0.83,14620
1463,0.01,0.0,0.06,0.0,0.06,0.0,0.88,14630
1464,0.01,0.0,0.06,0.0,0.06,0.0,0.87,14640
1465,0.01,0.0,0.1,0.0,0.09,0.0,0.79,14650
1466,0.01,0.0,0.06,0.0,0.05,0.0,0.88,14660
1467,0.01,0.0,0.09,0.0,0.06,0.0,0.83,14670
1468,0.01,0.0,0.09,0.0,0.08,0.0,0.81,14680
1469,0.01,0.0,0.07,0.0,0.07,0.01,0.84,14690
1470,0.01,0.0,0.06,0.0,0.06,0.0,0.87,14700
1471,0.01,0.0,0.04,0.0,0.04,0.0,0.91,14710
1472,0.01,0.0,0.07,0.0,0.06,0.01,0.86,14720
1473,0.01,0.0,0.05,0.0,0.04,0.0,0.89,14730
1474,0.01,0.0,0.08,0.0,0.07,0.01,0.84,14740
1475,0.01,0.0,0.06,0.0,0.09,0.0,0.84,14750
1476,0.01,0.0,0.06,0.0,0.05,0.0,0.88,14760
1477,0.01,0.0,0.06,0.0,0.05,0.01,0.87,14770
1478,0.01,0.0,0.07,0.0,0.07,0.0,0.85,14780
1479,0.01,0.0,0.08,0.0,0.09,0.0,0.82,14790
1480,0.01,0.0,0.07,0.0,0.06,0.0,0.85,14800
1481,0.01,0.0,0.07,0.0,0.07,0.0,0.85,14810
1482,0.01,0.0,0.07,0.0,0.06,0.0,0.86,14820
1483,0.0,0.0,0.04,0.0,0.06,0.0,0.89,14830
1484,0.01,0.0,0.02,0.04,0.04,0.0,0.89,14840
1485,0.0,0.0,0.02,0.01,0.03,0.0,0.94,14850
1486,0.0,0.0,0.02,0.01,0.02,0.0,0.94,14860
1487,0.01,0.0,0.04,0.14,0.04,0.0,0.77,14870
1488,0.01,0.0,0.02,0.31,0.02,0.0,0.64,14880
1489,0.01,0.0,0.02,0.56,0.02,0.0,0.39,14890
1490,0.01,0.0,0.03,0.44,0.02,0.0,0.51,14900
1491,0.01,0.0,0.05,0.36,0.04,0.0,0.53,14910
1492,0.01,0.0,0.06,0.32,0.04,0.0,0.57,14920
1493,0.01,0.0,0.03,0.55,0.02,0.0,0.39,14930
1494,0.0,0.0,0.03,0.34,0.02,0.0,0.61,14940
1495,0.0,0.0,0.03,0.35,0.01,0.0,0.6,14950
1496,0.01,0.0,0.04,0.1,0.03,0.0,0.82,14960
1497,0.01,0.0,0.04,0.14,0.02,0.0,0.79,14970
1498,0.0,0.0,0.04,0.08,0.02,0.0,0.86,14980
1499,0.01,0.0,0.04,0.02,0.02,0.0,0.92,14990
1500,0.01,0.0,0.05,0.02,0.02,0.0,0.89,15000
1501,0.01,0.0,0.05,0.03,0.03,0.0,0.88,15010
1502,0.01,0.0,0.05,0.01,0.03,0.0,0.9,15020
1503,0.01,0.0,0.11,0.01,0.05,0.0,0.82,15030
1504,0.01,0.0,0.07,0.01,0.03,0.0,0.88,15040
1505,0.01,0.0,0.07,0.01,0.04,0.0,0.87,15050
1506,0.02,0.0,0.07,0.01,0.03,0.0,0.86,15060
1507,0.01,0.0,0.11,0.0,0.05,0.0,0.83,15070
1508,0.01,0.0,0.04,0.0,0.04,0.0,0.92,15080
1509,0.01,0.0,0.06,0.0,0.03,0.0,0.89,15090
1510,0.01,0.0,0.06,0.0,0.03,0.0,0.9,15100
1511,0.01,0.0,0.07,0.0,0.04,0.01,0.88,15110
1512,0.01,0.0,0.06,0.0,0.04,0.01,0.88,15120
1513,0.01,0.0,0.06,0.0,0.04,0.0,0.88,15130
1514,0.01,0.0,0.05,0.0,0.03,0.0,0.9,15140
1515,0.0,0.0,0.04,0.0,0.04,0.01,0.91,15150
1516,0.01,0.0,0.07,0.0,0.07,0.0,0.85,15160
1517,0.01,0.0,0.06,0.0,0.04,0.0,0.89,15170
1518,0.01,0.0,0.11,0.01,0.05,0.0,0.81,15180
1519,0.01,0.0,0.06,0.0,0.04,0.01,0.89,15190
1520,0.01,0.0,0.06,0.0,0.04,0.0,0.88,15200
1521,0.01,0.0,0.05,0.0,0.05,0.0,0.89,15210
1522,0.01,0.0,0.07,0.0,0.05,0.0,0.87,15220
1523,0.01,0.0,0.09,0.0,0.07,0.01,0.83,15230
1524,0.01,0.0,0.15,0.0,0.08,0.01,0.75,15240
1525,0.01,0.0,0.09,0.0,0.05,0.01,0.84,15250
1526,0.01,0.0,0.05,0.0,0.04,0.01,0.89,15260
1527,0.01,0.0,0.08,0.0,0.03,0.01,0.87,15270
1528,0.01,0.0,0.09,0.0,0.05,0.01,0.84,15280
1529,0.02,0.0,0.08,0.0,0.07,0.0,0.83,15290
1530,0.01,0.0,0.08,0.0,0.08,0.01,0.83,15300
1531,0.02,0.0,0.12,0.0,0.08,0.01,0.77,15310
1532,0.01,0.0,0.06,0.0,0.04,0.0,0.88,15320
1533,0.01,0.0,0.08,0.0,0.04,0.0,0.87,15330
1534,0.01,0.0,0.05,0.0,0.04,0.0,0.89,15340
1535,0.01,0.0,0.12,0.0,0.09,0.01,0.77,15350
1536,0.01,0.0,0.08,0.0,0.05,0.01,0.85,15360
1537,0.01,0.0,0.06,0.0,0.09,0.0,0.84,15370
1538,0.01,0.0,0.06,0.0,0.04,0.01,0.89,15380
1539,0.01,0.0,0.04,0.0,0.05,0.0,0.89,15390
1540,0.01,0.0,0.04,0.0,0.05,0.0,0.89,15400
1541,0.01,0.0,0.07,0.0,0.07,0.0,0.84,15410
1542,0.01,0.0,0.07,0.0,0.07,0.0,0.84,15420
1543,0.01,0.0,0.08,0.0,0.05,0.01,0.86,15430
1544,0.01,0.0,0.06,0.0,0.06,0.01,0.87,15440
1545,0.01,0.0,0.06,0.0,0.06,0.01,0.86,15450
1546,0.01,0.0,0.05,0.0,0.05,0.0,0.89,15460
1547,0.01,0.0,0.07,0.0,0.08,0.0,0.84,15470
1548,0.01,0.0,0.09,0.0,0.08,0.0,0.82,15480
1549,0.01,0.0,0.07,0.0,0.09,0.0,0.84,15490
1550,0.01,0.0,0.1,0.0,0.07,0.01,0.82,15500
1551,0.0,0.0,0.07,0.0,0.05,0.0,0.87,15510
1552,0.0,0.0,0.03,0.0,0.03,0.0,0.93,15520
1553,0.0,0.0,0.05,0.0,0.02,0.0,0.92,15530
1554,0.01,0.0,0.08,0.0,0.04,0.01,0.86,15540
1555,0.0,0.0,0.06,0.0,0.03,0.01,0.9,15550
1556,0.0,0.0,0.03,0.0,0.03,0.0,0.94,15560
1557,0.0,0.0,0.02,0.03,0.01,0.0,0.94,15570
1558,0.01,0.0,0.02,0.02,0.02,0.0,0.93,15580
1559,0.0,0.0,0.02,0.0,0.01,0.0,0.96,15590
1560,0.0,0.0,0.02,0.0,0.03,0.0,0.94,15600
1561,0.0,0.0,0.07,0.0,0.07,0.0,0.85,15610
1562,0.01,0.0,0.06,0.0,0.08,0.0,0.85,15620
1563,0.0,0.0,0.05,0.0,0.06,0.0,0.88,15630
1564,0.01,0.0,0.05,0.0,0.05,0.0,0.89,15640
1565,0.01,0.0,0.09,0.0,0.06,0.0,0.84,15650
1566,0.01,0.0,0.07,0.0,0.05,0.0,0.86,15660
1567,0.01,0.0,0.05,0.0,0.06,0.01,0.86,15670
1568,0.01,0.0,0.06,0.0,0.05,0.0,0.87,15680
1569,0.01,0.0,0.05,0.0,0.05,0.0,0.89,15690
1570,0.01,0.0,0.04,0.0,0.06,0.0,0.89,15700
1571,0.01,0.0,0.07,0.0,0.06,0.01,0.86,15710
1572,0.01,0.0,0.1,0.0,0.09,0.01,0.8,15720
1573,0.01,0.0,0.08,0.0,0.08,0.0,0.83,15730
1574,0.02,0.0,0.11,0.0,0.12,0.01,0.75,15740
1575,0.01,0.0,0.06,0.0,0.04,0.01,0.88,15750
1576,0.01,0.0,0.11,0.0,0.06,0.01,0.81,15760
1577,0.02,0.0,0.07,0.0,0.08,0.0,0.83,15770
1578,0.01,0.0,0.1,0.0,0.08,0.01,0.81,15780
1579,0.01,0.0,0.11,0.0,0.1,0.01,0.77,15790
1580,0.02,0.0,0.09,0.0,0.08,0.01,0.8,15800
1581,0.01,0.0,0.09,0.0,0.06,0.01,0.83,15810
1582,0.03,0.0,0.12,0.0,0.09,0.01,0.75,15820
1583,0.01,0.0,0.08,0.0,0.07,0.01,0.84,15830
1584,0.01,0.0,0.14,0.0,0.16,0.01,0.67,15840
1585,0.01,0.0,0.11,0.0,0.11,0.01,0.76,15850
1586,0.01,0.0,0.05,0.0,0.05,0.0,0.89,15860
1587,0.01,0.0,0.1,0.0,0.09,0.0,0.8,15870
1588,0.02,0.0,0.09,0.0,0.08,0.01,0.81,15880
1589,0.01,0.0,0.1,0.0,0.07,0.01,0.81,15890
1590,0.02,0.0,0.12,0.0,0.11,0.01,0.74,15900
1591,0.01,0.0,0.08,0.0,0.06,0.0,0.85,15910
1592,0.01,0.0,0.08,0.0,0.05,0.01,0.85,15920
1593,0.02,0.0,0.11,0.0,0.12,0.01,0.74,15930
1594,0.01,0.0,0.14,0.0,0.08,0.01,0.75,15940
1595,0.01,0.0,0.13,0.0,0.11,0.01,0.74,15950
1596,0.02,0.0,0.12,0.0,0.07,0.01,0.79,15960
1597,0.01,0.0,0.11,0.0,0.08,0.01,0.79,15970
1598,0.01,0.0,0.11,0.0,0.12,0.01,0.75,15980
1599,0.01,0.0,0.08,0.0,0.06,0.01,0.85,15990
1600,0.02,0.0,0.1,0.0,0.09,0.0,0.79,16000
1601,0.01,0.0,0.13,0.0,0.07,0.01,0.77,16010
1602,0.01,0.0,0.13,0.0,0.09,0.01,0.75,16020
1603,0.01,0.0,0.04,0.0,0.05,0.0,0.9,16030
1604,0.01,0.0,0.12,0.0,0.08,0.01,0.78,16040
1605,0.01,0.0,0.13,0.0,0.06,0.01,0.79,16050
1606,0.01,0.0,0.08,0.0,0.06,0.01,0.84,16060
1607,0.01,0.0,0.09,0.0,0.06,0.01,0.83,16070
1608,0.01,0.0,0.13,0.0,0.05,0.01,0.81,16080
1609,0.01,0.0,0.1,0.0,0.06,0.01,0.83,16090
1610,0.01,0.0,0.07,0.24,0.03,0.01,0.65,16100
1611,0.01,0.0,0.07,0.7,0.07,0.01,0.14,16110
1612,0.0,0.0,0.0,0.99,0.0,0.0,0.01,16120
1613,0.0,0.0,0.0,0.99,0.0,0.0,0.01,16130
1614,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16140
1615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16150
1616,0.0,0.0,0.0,0.97,0.01,0.0,0.02,16160
1617,0.0,0.0,0.0,0.99,0.0,0.0,0.01,16170
1618,0.0,0.0,0.03,0.86,0.02,0.01,0.08,16180
1619,0.01,0.0,0.05,0.46,0.03,0.01,0.45,16190
1620,0.01,0.0,0.04,0.1,0.03,0.0,0.82,16200
1621,0.0,0.0,0.02,0.12,0.02,0.0,0.83,16210
1622,0.01,0.0,0.04,0.04,0.03,0.0,0.88,16220
1623,0.01,0.0,0.04,0.05,0.03,0.0,0.88,16230
1624,0.0,0.0,0.03,0.02,0.02,0.0,0.93,16240
1625,0.01,0.0,0.06,0.03,0.02,0.0,0.89,16250
1626,0.0,0.0,0.02,0.0,0.04,0.0,0.93,16260
1627,0.01,0.0,0.04,0.03,0.03,0.0,0.89,16270
1628,0.01,0.0,0.02,0.02,0.05,0.0,0.91,16280
1629,0.0,0.0,0.01,0.01,0.01,0.0,0.97,16290
1630,0.02,0.0,0.02,0.01,0.04,0.0,0.91,16300
1631,0.02,0.0,0.01,0.0,0.02,0.0,0.95,16310
1632,0.01,0.0,0.02,0.0,0.04,0.0,0.92,16320
1633,0.01,0.0,0.04,0.0,0.05,0.0,0.9,16330
1634,0.01,0.0,0.07,0.0,0.07,0.01,0.85,16340
1635,0.01,0.0,0.06,0.0,0.05,0.0,0.88,16350
1636,0.01,0.0,0.08,0.0,0.05,0.0,0.86,16360
1637,0.0,0.0,0.02,0.01,0.02,0.0,0.95,16370
1638,0.0,0.0,0.02,0.01,0.02,0.0,0.95,16380
1639,0.0,0.0,0.02,0.01,0.01,0.0,0.95,16390
1640,0.0,0.0,0.03,0.0,0.02,0.0,0.94,16400
1641,0.01,0.0,0.02,0.0,0.03,0.0,0.94,16410
1642,0.01,0.0,0.05,0.0,0.05,0.0,0.88,16420
1643,0.01,0.0,0.06,0.0,0.05,0.0,0.87,16430
1644,0.0,0.0,0.06,0.0,0.04,0.0,0.89,16440
1645,0.01,0.0,0.09,0.0,0.06,0.0,0.84,16450
1646,0.0,0.0,0.03,0.0,0.03,0.0,0.93,16460
1647,0.01,0.0,0.05,0.0,0.04,0.0,0.9,16470
1648,0.01,0.0,0.04,0.0,0.03,0.0,0.92,16480
1649,0.01,0.0,0.08,0.0,0.06,0.0,0.85,16490
1650,0.0,0.0,0.04,0.0,0.05,0.0,0.91,16500
1651,0.01,0.0,0.06,0.0,0.06,0.0,0.87,16510
1652,0.01,0.0,0.04,0.0,0.05,0.0,0.9,16520
1653,0.0,0.0,0.05,0.0,0.05,0.0,0.89,16530
1654,0.0,0.0,0.04,0.0,0.04,0.0,0.91,16540
1655,0.0,0.0,0.03,0.0,0.03,0.0,0.94,16550
1656,0.01,0.0,0.08,0.0,0.05,0.0,0.86,16560
1657,0.01,0.0,0.04,0.0,0.05,0.0,0.9,16570
1658,0.01,0.0,0.06,0.0,0.06,0.0,0.87,16580
1659,0.01,0.0,0.08,0.0,0.06,0.0,0.85,16590
1660,0.01,0.0,0.09,0.0,0.08,0.0,0.82,16600
1661,0.0,0.0,0.06,0.0,0.03,0.0,0.9,16610
1662,0.01,0.0,0.15,0.0,0.07,0.01,0.76,16620
1663,0.0,0.0,0.02,0.0,0.04,0.0,0.93,16630
1664,0.0,0.0,0.03,0.0,0.02,0.0,0.94,16640
1665,0.0,0.0,0.03,0.0,0.02,0.0,0.95,16650
1666,0.0,0.0,0.02,0.06,0.01,0.0,0.91,16660
1667,0.0,0.0,0.03,0.01,0.02,0.0,0.93,16670
1668,0.0,0.0,0.01,0.03,0.01,0.0,0.94,16680
1669,0.01,0.0,0.05,0.0,0.04,0.0,0.9,16690
1670,0.0,0.0,0.04,0.01,0.02,0.0,0.92,16700
1671,0.0,0.0,0.02,0.01,0.02,0.0,0.95,16710
1672,0.01,0.0,0.03,0.01,0.03,0.0,0.93,16720
1673,0.0,0.0,0.03,0.02,0.02,0.0,0.92,16730
1674,0.01,0.0,0.03,0.01,0.02,0.0,0.93,16740
1675,0.0,0.0,0.02,0.06,0.02,0.0,0.89,16750
1676,0.01,0.0,0.06,0.07,0.04,0.0,0.82,16760
1677,0.0,0.0,0.01,0.06,0.02,0.0,0.9,16770
1678,0.01,0.0,0.08,0.09,0.05,0.0,0.77,16780
1679,0.0,0.0,0.02,0.03,0.02,0.0,0.93,16790
1680,0.0,0.0,0.02,0.01,0.02,0.0,0.94,16800
1681,0.0,0.0,0.04,0.03,0.04,0.0,0.89,16810
1682,0.0,0.0,0.02,0.04,0.03,0.0,0.91,16820
1683,0.0,0.0,0.01,0.02,0.01,0.0,0.96,16830
1684,0.0,0.0,0.03,0.03,0.03,0.0,0.9,16840
1685,0.0,0.0,0.02,0.01,0.02,0.0,0.95,16850
1686,0.0,0.0,0.02,0.02,0.03,0.0,0.92,16860
1687,0.0,0.0,0.02,0.01,0.02,0.0,0.94,16870
1688,0.0,0.0,0.01,0.02,0.01,0.0,0.94,16880
1689,0.0,0.0,0.03,0.01,0.03,0.0,0.92,16890
1690,0.02,0.0,0.16,0.01,0.09,0.01,0.72,16900
1691,0.01,0.0,0.12,0.01,0.07,0.0,0.79,16910
1692,0.01,0.0,0.03,0.01,0.03,0.0,0.92,16920
1693,0.0,0.0,0.01,0.02,0.02,0.0,0.95,16930
1694,0.0,0.0,0.02,0.02,0.02,0.0,0.94,16940
1695,0.0,0.0,0.02,0.01,0.02,0.0,0.94,16950
1696,0.01,0.0,0.02,0.01,0.02,0.0,0.94,16960
1697,0.0,0.0,0.01,0.01,0.01,0.0,0.97,16970
1698,0.0,0.0,0.03,0.01,0.02,0.0,0.94,16980
1699,0.0,0.0,0.02,0.01,0.03,0.0,0.94,16990
1700,0.0,0.0,0.02,0.0,0.02,0.0,0.95,17000
1701,0.0,0.0,0.03,0.0,0.04,0.0,0.92,17010
1702,0.0,0.0,0.03,0.0,0.04,0.0,0.92,17020
1703,0.01,0.0,0.02,0.0,0.04,0.0,0.93,17030
1704,0.01,0.0,0.03,0.0,0.05,0.0,0.91,17040
1705,0.02,0.0,0.04,0.0,0.06,0.0,0.88,17050
1706,0.01,0.0,0.04,0.0,0.06,0.0,0.88,17060
1707,0.01,0.0,0.04,0.0,0.04,0.0,0.91,17070
1708,0.01,0.0,0.04,0.0,0.05,0.0,0.9,17080
1709,0.01,0.0,0.04,0.0,0.07,0.0,0.87,17090
1710,0.01,0.0,0.03,0.0,0.08,0.0,0.88,17100
1711,0.01,0.0,0.04,0.0,0.08,0.0,0.87,17110
1712,0.01,0.0,0.02,0.0,0.05,0.0,0.92,17120
1713,0.01,0.0,0.05,0.0,0.09,0.0,0.84,17130
1714,0.0,0.0,0.09,0.0,0.08,0.0,0.82,17140
1715,0.0,0.0,0.06,0.0,0.03,0.01,0.9,17150
1716,0.0,0.0,0.09,0.0,0.07,0.01,0.83,17160
1717,0.01,0.0,0.15,0.0,0.09,0.01,0.74,17170
