normalize,angry,fear,happy,sad,surprise,cnt,chooseframe
39316,0.02,0.08,0.01,0.06,0.01,19882,0
39318,0.02,0.11,0.0,0.08,0.01,19883,0
39320,0.03,0.12,0.0,0.07,0.01,19884,0
39322,0.02,0.08,0.01,0.06,0.01,19885,0
39324,0.03,0.09,0.0,0.07,0.01,19886,0
39326,0.03,0.11,0.0,0.07,0.01,19887,0
39328,0.03,0.14,0.0,0.08,0.01,19888,0
39330,0.02,0.1,0.0,0.08,0.01,19889,0
39332,0.02,0.1,0.0,0.06,0.01,19890,0
39334,0.02,0.11,0.0,0.07,0.01,19891,0
39336,0.03,0.14,0.0,0.09,0.01,19892,0
39338,0.03,0.14,0.0,0.08,0.01,19893,0
39340,0.03,0.13,0.0,0.1,0.01,19894,0
39342,0.03,0.12,0.0,0.07,0.01,19895,0
39344,0.03,0.12,0.0,0.07,0.01,19896,0
39346,0.02,0.11,0.0,0.07,0.01,19897,0
39348,0.02,0.14,0.0,0.08,0.01,19898,0
39350,0.02,0.1,0.0,0.06,0.01,19899,0
39352,0.02,0.07,0.0,0.06,0.0,19900,0
39354,0.01,0.09,0.0,0.08,0.0,19901,0
39356,0.02,0.1,0.0,0.08,0.01,19902,0
39358,0.03,0.15,0.0,0.08,0.01,19903,0
39360,0.02,0.09,0.0,0.07,0.01,19904,0
39362,0.04,0.14,0.0,0.15,0.01,19905,0
39364,0.02,0.11,0.0,0.09,0.01,19906,0
39366,0.02,0.1,0.0,0.08,0.01,19907,0
39367,0.02,0.12,0.0,0.09,0.01,19908,0
39369,0.03,0.16,0.0,0.1,0.01,19909,0
39371,0.02,0.11,0.0,0.08,0.0,19910,0
39373,0.03,0.11,0.0,0.08,0.01,19911,0
39375,0.03,0.16,0.0,0.1,0.01,19912,0
39377,0.03,0.15,0.0,0.1,0.01,19913,0
39379,0.03,0.13,0.0,0.09,0.01,19914,0
39381,0.03,0.13,0.0,0.08,0.01,19915,0
39383,0.03,0.12,0.0,0.09,0.01,19916,0
39385,0.02,0.14,0.0,0.09,0.01,19917,0
39387,0.04,0.17,0.0,0.12,0.01,19918,0
39389,0.03,0.12,0.0,0.05,0.01,19919,0
39391,0.02,0.1,0.0,0.09,0.01,19920,0
39393,0.02,0.11,0.01,0.08,0.01,19921,0
39395,0.02,0.1,0.0,0.07,0.01,19922,0
39397,0.02,0.08,0.0,0.08,0.01,19923,0
39399,0.03,0.14,0.0,0.09,0.01,19924,0
39401,0.04,0.11,0.01,0.06,0.01,19925,0
39403,0.02,0.14,0.0,0.09,0.01,19926,0
39405,0.03,0.12,0.0,0.09,0.01,19927,0
39407,0.02,0.1,0.0,0.1,0.01,19928,0
39409,0.02,0.15,0.0,0.13,0.01,19929,0
39411,0.02,0.17,0.0,0.13,0.01,19930,0
39413,0.04,0.16,0.0,0.11,0.01,19931,0
39415,0.03,0.14,0.0,0.09,0.01,19932,0
39417,0.02,0.14,0.0,0.1,0.01,19933,0
39419,0.02,0.09,0.0,0.08,0.0,19934,0
39421,0.02,0.1,0.0,0.09,0.0,19935,0
39423,0.02,0.11,0.0,0.08,0.01,19936,0
39425,0.02,0.13,0.0,0.1,0.01,19937,0
39427,0.02,0.12,0.0,0.08,0.01,19938,0
39429,0.02,0.14,0.0,0.09,0.01,19939,0
39431,0.02,0.14,0.0,0.07,0.01,19940,0
39433,0.02,0.15,0.0,0.14,0.01,19941,0
39435,0.03,0.1,0.0,0.08,0.01,19942,0
39437,0.02,0.11,0.0,0.08,0.01,19943,0
39439,0.02,0.1,0.0,0.09,0.01,19944,0
39441,0.03,0.14,0.0,0.07,0.02,19945,0
39443,0.02,0.12,0.0,0.08,0.01,19946,0
39445,0.02,0.15,0.0,0.1,0.01,19947,0
39447,0.03,0.09,0.0,0.08,0.01,19948,0
39449,0.02,0.13,0.0,0.07,0.01,19949,0
39451,0.03,0.15,0.0,0.09,0.01,19950,0
39453,0.02,0.17,0.0,0.1,0.01,19951,0
39454,0.02,0.09,0.01,0.07,0.01,19952,0
39456,0.04,0.15,0.0,0.11,0.01,19953,0
39458,0.04,0.17,0.0,0.11,0.01,19954,0
39460,0.02,0.1,0.0,0.06,0.01,19955,0
39462,0.02,0.13,0.01,0.06,0.02,19956,0
39464,0.02,0.16,0.0,0.08,0.02,19957,0
39466,0.02,0.13,0.01,0.09,0.01,19958,0
39468,0.02,0.14,0.0,0.08,0.01,19959,0
39470,0.02,0.17,0.0,0.09,0.01,19960,0
39472,0.02,0.16,0.0,0.1,0.02,19961,0
39474,0.02,0.07,0.0,0.05,0.01,19962,0
39476,0.03,0.09,0.0,0.08,0.01,19963,0
39478,0.04,0.17,0.0,0.1,0.02,19964,0
39480,0.04,0.09,0.0,0.09,0.01,19965,0
39482,0.03,0.09,0.0,0.09,0.01,19966,0
39484,0.02,0.12,0.0,0.08,0.01,19967,0
39486,0.02,0.08,0.0,0.07,0.01,19968,0
39488,0.02,0.08,0.0,0.08,0.01,19969,0
39490,0.02,0.14,0.0,0.09,0.01,19970,0
39492,0.02,0.15,0.0,0.08,0.01,19971,0
39494,0.02,0.15,0.0,0.09,0.01,19972,0
39496,0.03,0.12,0.0,0.08,0.01,19973,0
39498,0.02,0.11,0.0,0.1,0.01,19974,0
39500,0.02,0.19,0.0,0.1,0.01,19975,0
39502,0.02,0.14,0.0,0.07,0.01,19976,0
39504,0.04,0.11,0.01,0.07,0.01,19977,0
39506,0.03,0.18,0.0,0.12,0.01,19978,0
39508,0.04,0.17,0.0,0.1,0.01,19979,0
39510,0.02,0.12,0.0,0.06,0.01,19980,0
39512,0.02,0.1,0.0,0.08,0.01,19981,0
39514,0.03,0.12,0.0,0.09,0.01,19982,0
39516,0.02,0.14,0.0,0.09,0.01,19983,0
39518,0.02,0.12,0.0,0.09,0.01,19984,0
39520,0.02,0.17,0.0,0.1,0.01,19985,0
39522,0.03,0.13,0.0,0.1,0.01,19986,0
39524,0.02,0.13,0.0,0.1,0.01,19987,0
39526,0.02,0.11,0.0,0.09,0.01,19988,0
39528,0.03,0.17,0.0,0.08,0.01,19989,0
39530,0.03,0.15,0.0,0.07,0.01,19990,0
39532,0.03,0.11,0.0,0.07,0.01,19991,0
39534,0.02,0.08,0.0,0.07,0.01,19992,0
39536,0.03,0.11,0.0,0.08,0.01,19993,0
39538,0.03,0.13,0.0,0.07,0.01,19994,0
39540,0.02,0.11,0.0,0.09,0.01,19995,0
39541,0.02,0.1,0.0,0.06,0.01,19996,0
39543,0.02,0.11,0.0,0.08,0.01,19997,0
39545,0.03,0.08,0.0,0.09,0.01,19998,0
39547,0.02,0.1,0.0,0.1,0.01,19999,0
39549,0.02,0.11,0.0,0.07,0.01,20000,0
39551,0.03,0.13,0.0,0.06,0.01,20001,0
39553,0.02,0.09,0.0,0.06,0.01,20002,0
39555,0.04,0.16,0.0,0.09,0.01,20003,0
39557,0.03,0.16,0.0,0.09,0.01,20004,0
39559,0.03,0.15,0.0,0.09,0.01,20005,0
39561,0.03,0.14,0.0,0.1,0.01,20006,0
39563,0.03,0.14,0.0,0.1,0.01,20007,0
39565,0.02,0.1,0.0,0.07,0.01,20008,0
39567,0.02,0.1,0.01,0.06,0.01,20009,0
39569,0.02,0.1,0.0,0.08,0.01,20010,0
39571,0.02,0.12,0.0,0.08,0.01,20011,0
39573,0.02,0.11,0.0,0.08,0.01,20012,0
39575,0.02,0.13,0.0,0.11,0.0,20013,0
39577,0.02,0.13,0.0,0.11,0.01,20014,0
39579,0.02,0.12,0.0,0.08,0.01,20015,0
39581,0.02,0.15,0.0,0.09,0.01,20016,0
39583,0.02,0.11,0.0,0.07,0.01,20017,0
39585,0.03,0.13,0.0,0.11,0.01,20018,0
39587,0.03,0.12,0.0,0.08,0.01,20019,0
39589,0.03,0.12,0.0,0.1,0.01,20020,0
39591,0.03,0.1,0.01,0.08,0.01,20021,0
39593,0.02,0.14,0.0,0.12,0.01,20022,0
39595,0.02,0.13,0.0,0.09,0.01,20023,0
39597,0.03,0.15,0.0,0.09,0.01,20024,0
39599,0.03,0.14,0.0,0.12,0.01,20025,0
39601,0.02,0.13,0.0,0.08,0.01,20026,0
39603,0.02,0.11,0.0,0.06,0.01,20027,0
39605,0.02,0.13,0.0,0.07,0.01,20028,0
39607,0.03,0.17,0.0,0.07,0.02,20029,0
39609,0.02,0.14,0.0,0.07,0.01,20030,0
39611,0.02,0.15,0.0,0.09,0.01,20031,0
39613,0.01,0.08,0.0,0.04,0.01,20032,0
39615,0.03,0.15,0.0,0.09,0.01,20033,0
39617,0.02,0.11,0.0,0.07,0.01,20034,0
39619,0.02,0.12,0.01,0.07,0.01,20035,0
39621,0.02,0.1,0.0,0.06,0.01,20036,0
39623,0.03,0.14,0.0,0.11,0.01,20037,0
39625,0.03,0.11,0.0,0.12,0.01,20038,0
39627,0.04,0.15,0.0,0.11,0.01,20039,0
39629,0.03,0.14,0.0,0.11,0.01,20040,0
39630,0.03,0.12,0.0,0.09,0.01,20041,0
39632,0.03,0.12,0.0,0.09,0.01,20042,0
39634,0.02,0.11,0.0,0.07,0.01,20043,0
39636,0.03,0.13,0.0,0.08,0.01,20044,0
39638,0.02,0.11,0.0,0.08,0.01,20045,0
39640,0.02,0.06,0.01,0.05,0.0,20046,0
39642,0.02,0.08,0.0,0.05,0.01,20047,0
39644,0.03,0.11,0.0,0.11,0.01,20048,0
39646,0.04,0.16,0.01,0.09,0.01,20049,0
39648,0.02,0.1,0.0,0.07,0.01,20050,0
39650,0.02,0.09,0.0,0.07,0.01,20051,0
39652,0.02,0.09,0.0,0.05,0.01,20052,0
39654,0.02,0.1,0.0,0.08,0.01,20053,0
39656,0.03,0.11,0.0,0.11,0.01,20054,0
39658,0.03,0.13,0.0,0.09,0.01,20055,0
39660,0.02,0.09,0.0,0.09,0.0,20056,0
39662,0.03,0.16,0.0,0.07,0.01,20057,0
39664,0.01,0.07,0.0,0.06,0.0,20058,0
39666,0.02,0.09,0.0,0.07,0.0,20059,0
39668,0.02,0.13,0.0,0.09,0.01,20060,0
39670,0.03,0.15,0.0,0.08,0.01,20061,0
39672,0.02,0.13,0.0,0.07,0.01,20062,0
39674,0.03,0.13,0.0,0.1,0.01,20063,0
39676,0.02,0.07,0.0,0.09,0.01,20064,0
39678,0.02,0.11,0.0,0.08,0.01,20065,0
39680,0.03,0.11,0.01,0.06,0.01,20066,0
39682,0.03,0.13,0.0,0.1,0.01,20067,0
39684,0.03,0.15,0.0,0.09,0.01,20068,0
39686,0.03,0.13,0.0,0.07,0.01,20069,0
39688,0.02,0.1,0.0,0.09,0.01,20070,0
39690,0.02,0.13,0.0,0.08,0.01,20071,0
39692,0.02,0.11,0.0,0.08,0.01,20072,0
39694,0.02,0.13,0.0,0.11,0.01,20073,0
39696,0.02,0.09,0.0,0.06,0.01,20074,0
39698,0.02,0.1,0.01,0.06,0.02,20075,0
39700,0.03,0.11,0.0,0.09,0.01,20076,0
39702,0.03,0.11,0.0,0.08,0.01,20077,0
39704,0.03,0.07,0.0,0.07,0.01,20078,0
39706,0.02,0.08,0.0,0.06,0.0,20079,0
39708,0.03,0.1,0.0,0.1,0.01,20080,0
39710,0.02,0.1,0.0,0.09,0.01,20081,0
39712,0.03,0.11,0.0,0.09,0.01,20082,0
39714,0.03,0.11,0.0,0.08,0.02,20083,0
39716,0.02,0.07,0.0,0.07,0.01,20084,0
39717,0.04,0.13,0.0,0.06,0.01,20085,0
39719,0.02,0.12,0.0,0.08,0.01,20086,0
39721,0.02,0.06,0.0,0.06,0.0,20087,0
39723,0.03,0.13,0.0,0.1,0.01,20088,0
39725,0.02,0.06,0.0,0.04,0.0,20089,0
39727,0.02,0.08,0.0,0.07,0.01,20090,0
39729,0.01,0.12,0.0,0.09,0.0,20091,0
39731,0.02,0.08,0.0,0.08,0.01,20092,0
39733,0.02,0.14,0.0,0.08,0.01,20093,0
39735,0.02,0.14,0.0,0.09,0.01,20094,0
39737,0.03,0.15,0.0,0.09,0.01,20095,0
39739,0.02,0.14,0.0,0.07,0.01,20096,0
39741,0.02,0.06,0.0,0.14,0.0,20097,0
39743,0.04,0.09,0.0,0.19,0.0,20098,0
39745,0.03,0.16,0.0,0.21,0.0,20099,0
39747,0.03,0.13,0.0,0.14,0.01,20100,0
39749,0.03,0.13,0.0,0.1,0.01,20101,0
39751,0.03,0.19,0.01,0.08,0.01,20102,0
39753,0.02,0.18,0.0,0.1,0.01,20103,0
39755,0.03,0.15,0.0,0.09,0.01,20104,0
39757,0.03,0.18,0.0,0.12,0.01,20105,0
39759,0.03,0.2,0.0,0.12,0.01,20106,0
39761,0.02,0.15,0.0,0.07,0.01,20107,0
39763,0.03,0.2,0.0,0.09,0.02,20108,0
39765,0.03,0.1,0.0,0.08,0.01,20109,0
39767,0.03,0.15,0.01,0.06,0.01,20110,0
39769,0.02,0.15,0.0,0.08,0.01,20111,0
39771,0.03,0.25,0.0,0.1,0.01,20112,0
39773,0.02,0.13,0.0,0.09,0.01,20113,0
39775,0.03,0.22,0.0,0.09,0.01,20114,0
39777,0.02,0.16,0.01,0.07,0.01,20115,0
39779,0.03,0.18,0.0,0.11,0.01,20116,0
39781,0.02,0.16,0.0,0.13,0.02,20117,0
39783,0.03,0.12,0.0,0.09,0.01,20118,0
39785,0.02,0.14,0.0,0.11,0.01,20119,0
39787,0.02,0.16,0.0,0.08,0.01,20120,0
39789,0.03,0.13,0.0,0.09,0.01,20121,0
39791,0.03,0.15,0.0,0.12,0.01,20122,0
39793,0.04,0.13,0.0,0.1,0.01,20123,0
39795,0.03,0.19,0.0,0.11,0.02,20124,1
39797,0.03,0.26,0.0,0.12,0.03,20125,0
39799,0.02,0.15,0.0,0.1,0.01,20126,0
39801,0.03,0.13,0.0,0.08,0.01,20127,0
39803,0.03,0.13,0.0,0.09,0.01,20128,0
39804,0.02,0.1,0.0,0.06,0.01,20129,0
39806,0.02,0.07,0.01,0.07,0.01,20130,0
39808,0.03,0.13,0.0,0.09,0.01,20131,0
39810,0.04,0.1,0.0,0.08,0.02,20132,0
39812,0.03,0.08,0.0,0.08,0.01,20133,0
39814,0.03,0.11,0.0,0.07,0.01,20134,0
39816,0.04,0.08,0.0,0.09,0.01,20135,0
39818,0.03,0.11,0.0,0.07,0.01,20136,0
39820,0.03,0.13,0.0,0.09,0.02,20137,0
39822,0.02,0.11,0.0,0.08,0.01,20138,0
39824,0.03,0.17,0.0,0.12,0.01,20139,0
39826,0.04,0.19,0.0,0.12,0.02,20140,0
39828,0.03,0.15,0.0,0.12,0.01,20141,0
39830,0.03,0.17,0.0,0.08,0.02,20142,0
39832,0.03,0.21,0.0,0.13,0.01,20143,0
39834,0.03,0.14,0.0,0.08,0.01,20144,0
39836,0.03,0.16,0.0,0.12,0.01,20145,0
39838,0.04,0.18,0.0,0.1,0.01,20146,0
39840,0.02,0.11,0.01,0.07,0.01,20147,0
39842,0.02,0.15,0.0,0.09,0.01,20148,0
39844,0.04,0.12,0.0,0.1,0.01,20149,0
39846,0.02,0.07,0.0,0.07,0.0,20150,0
39848,0.02,0.09,0.01,0.09,0.01,20151,0
39850,0.02,0.07,0.0,0.05,0.01,20152,0
39852,0.03,0.09,0.0,0.09,0.0,20153,0
39854,0.02,0.11,0.0,0.1,0.01,20154,0
39856,0.04,0.13,0.0,0.09,0.01,20155,0
39858,0.02,0.08,0.0,0.09,0.01,20156,0
39860,0.03,0.15,0.0,0.15,0.01,20157,0
39862,0.02,0.14,0.0,0.1,0.01,20158,0
39864,0.02,0.09,0.0,0.08,0.01,20159,0
39866,0.02,0.13,0.0,0.09,0.01,20160,0
39868,0.02,0.14,0.0,0.08,0.01,20161,0
39870,0.02,0.15,0.0,0.12,0.01,20162,0
39872,0.03,0.15,0.0,0.11,0.01,20163,0
39874,0.02,0.1,0.0,0.06,0.01,20164,0
39876,0.03,0.13,0.0,0.08,0.0,20165,0
39878,0.03,0.12,0.0,0.09,0.01,20166,0
39880,0.03,0.11,0.0,0.08,0.01,20167,0
39882,0.02,0.12,0.0,0.07,0.02,20168,0
39884,0.04,0.11,0.0,0.11,0.01,20169,0
39886,0.03,0.07,0.0,0.06,0.01,20170,0
39888,0.02,0.07,0.0,0.07,0.0,20171,0
39890,0.04,0.13,0.0,0.11,0.01,20172,0
39892,0.03,0.1,0.0,0.08,0.01,20173,0
39893,0.03,0.12,0.0,0.09,0.01,20174,0
39895,0.02,0.14,0.0,0.08,0.01,20175,0
39897,0.02,0.09,0.0,0.06,0.01,20176,0
39899,0.03,0.13,0.0,0.09,0.02,20177,0
39901,0.04,0.17,0.0,0.08,0.02,20178,0
39903,0.03,0.12,0.0,0.08,0.01,20179,0
39905,0.02,0.1,0.0,0.08,0.01,20180,0
39907,0.03,0.14,0.0,0.11,0.01,20181,0
39909,0.03,0.1,0.0,0.1,0.01,20182,0
39911,0.03,0.14,0.0,0.1,0.01,20183,0
39913,0.02,0.11,0.0,0.07,0.02,20184,0
39915,0.03,0.13,0.0,0.08,0.01,20185,0
39917,0.03,0.15,0.0,0.11,0.02,20186,0
39919,0.03,0.11,0.0,0.08,0.01,20187,0
39921,0.02,0.09,0.0,0.08,0.01,20188,0
39923,0.02,0.13,0.0,0.11,0.01,20189,0
39925,0.03,0.1,0.0,0.06,0.01,20190,0
39927,0.01,0.08,0.0,0.05,0.01,20191,0
39929,0.02,0.09,0.0,0.07,0.01,20192,0
39931,0.03,0.13,0.0,0.07,0.01,20193,0
39933,0.02,0.14,0.0,0.07,0.01,20194,0
39935,0.03,0.17,0.0,0.08,0.01,20195,0
39937,0.02,0.08,0.0,0.07,0.01,20196,0
39939,0.02,0.1,0.0,0.07,0.01,20197,0
39941,0.03,0.12,0.0,0.06,0.01,20198,0
39943,0.03,0.08,0.01,0.07,0.01,20199,0
39945,0.02,0.1,0.0,0.07,0.01,20200,0
39947,0.03,0.16,0.0,0.08,0.02,20201,0
39949,0.02,0.1,0.0,0.09,0.01,20202,0
39951,0.02,0.11,0.0,0.07,0.01,20203,0
39953,0.02,0.11,0.0,0.07,0.01,20204,0
39955,0.02,0.1,0.0,0.08,0.01,20205,0
39957,0.03,0.15,0.0,0.09,0.02,20206,0
39959,0.02,0.1,0.01,0.05,0.01,20207,0
39961,0.01,0.07,0.0,0.07,0.01,20208,0
39963,0.03,0.12,0.0,0.08,0.01,20209,0
39965,0.02,0.1,0.0,0.07,0.01,20210,0
39967,0.03,0.08,0.0,0.09,0.01,20211,0
39969,0.03,0.1,0.0,0.1,0.01,20212,0
39971,0.03,0.12,0.0,0.08,0.01,20213,0
39973,0.04,0.18,0.0,0.11,0.02,20214,0
39975,0.02,0.18,0.0,0.1,0.01,20215,0
39977,0.02,0.14,0.0,0.08,0.01,20216,0
39979,0.03,0.15,0.0,0.11,0.01,20217,0
39980,0.04,0.12,0.0,0.08,0.02,20218,0
39982,0.03,0.16,0.0,0.08,0.01,20219,0
39984,0.02,0.13,0.0,0.08,0.01,20220,0
39986,0.02,0.09,0.0,0.07,0.01,20221,0
39988,0.02,0.13,0.0,0.07,0.01,20222,0
39990,0.02,0.13,0.0,0.09,0.01,20223,0
39992,0.01,0.11,0.0,0.1,0.01,20224,0
39994,0.01,0.15,0.0,0.09,0.01,20225,0
39996,0.01,0.13,0.0,0.07,0.01,20226,0
39998,0.01,0.09,0.0,0.07,0.0,20227,0
40000,0.01,0.13,0.0,0.09,0.01,20228,0
40002,0.02,0.11,0.0,0.08,0.0,20229,0
40004,0.01,0.08,0.0,0.05,0.0,20230,0
40006,0.01,0.12,0.0,0.09,0.01,20231,0
40008,0.01,0.12,0.0,0.06,0.0,20232,0
40010,0.02,0.11,0.0,0.06,0.0,20233,0
40012,0.01,0.09,0.0,0.04,0.0,20234,0
40014,0.02,0.1,0.0,0.06,0.0,20235,0
40016,0.02,0.1,0.0,0.05,0.0,20236,0
40018,0.01,0.09,0.0,0.06,0.01,20237,0
40020,0.01,0.08,0.0,0.03,0.01,20238,0
40022,0.01,0.06,0.01,0.03,0.0,20239,0
40024,0.01,0.07,0.0,0.04,0.0,20240,0
40026,0.01,0.09,0.01,0.04,0.01,20241,0
40028,0.02,0.07,0.0,0.05,0.01,20242,0
40030,0.01,0.07,0.0,0.03,0.01,20243,0
40032,0.01,0.09,0.0,0.04,0.0,20244,0
40034,0.02,0.12,0.0,0.05,0.01,20245,0
40036,0.01,0.07,0.0,0.05,0.0,20246,0
40038,0.02,0.09,0.0,0.05,0.0,20247,0
40040,0.02,0.07,0.0,0.05,0.0,20248,0
40042,0.02,0.07,0.0,0.05,0.0,20249,0
40044,0.02,0.06,0.0,0.05,0.0,20250,0
40046,0.01,0.06,0.0,0.03,0.01,20251,0
40048,0.01,0.06,0.0,0.04,0.0,20252,0
40050,0.02,0.07,0.0,0.05,0.0,20253,0
40052,0.02,0.05,0.0,0.04,0.0,20254,0
40054,0.01,0.05,0.0,0.05,0.0,20255,0
40056,0.01,0.06,0.0,0.05,0.01,20256,0
40058,0.01,0.06,0.0,0.05,0.01,20257,0
40060,0.02,0.09,0.0,0.06,0.01,20258,0
40062,0.02,0.06,0.01,0.05,0.0,20259,0
40064,0.01,0.09,0.0,0.06,0.01,20260,0
40066,0.01,0.04,0.0,0.04,0.0,20261,0
40068,0.02,0.06,0.0,0.05,0.01,20262,0
40069,0.02,0.11,0.0,0.06,0.01,20263,0
40071,0.03,0.09,0.0,0.09,0.01,20264,0
40073,0.03,0.08,0.01,0.05,0.01,20265,0
40075,0.02,0.1,0.0,0.07,0.01,20266,0
40077,0.03,0.08,0.01,0.06,0.01,20267,0
40079,0.02,0.07,0.0,0.07,0.0,20268,0
40081,0.03,0.14,0.0,0.09,0.01,20269,0
40083,0.02,0.08,0.0,0.07,0.01,20270,0
40085,0.02,0.06,0.0,0.06,0.01,20271,0
40087,0.03,0.1,0.0,0.07,0.01,20272,0
40089,0.01,0.05,0.0,0.04,0.01,20273,0
40091,0.02,0.09,0.0,0.07,0.01,20274,0
40093,0.02,0.1,0.0,0.06,0.01,20275,0
40095,0.02,0.08,0.01,0.06,0.0,20276,0
40097,0.02,0.08,0.01,0.05,0.01,20277,0
40099,0.03,0.11,0.0,0.07,0.01,20278,0
40101,0.02,0.06,0.0,0.04,0.0,20279,0
40103,0.02,0.06,0.0,0.05,0.0,20280,0
40105,0.03,0.07,0.01,0.07,0.01,20281,0
40107,0.02,0.08,0.01,0.06,0.01,20282,0
40109,0.02,0.09,0.0,0.06,0.01,20283,0
40111,0.02,0.09,0.0,0.07,0.01,20284,0
40113,0.02,0.1,0.0,0.06,0.01,20285,0
40115,0.02,0.08,0.0,0.08,0.0,20286,0
40117,0.02,0.07,0.0,0.08,0.0,20287,0
40119,0.02,0.06,0.0,0.05,0.01,20288,0
40121,0.02,0.05,0.0,0.04,0.0,20289,0
40123,0.02,0.07,0.01,0.03,0.01,20290,0
40125,0.02,0.07,0.0,0.06,0.01,20291,0
40127,0.03,0.09,0.0,0.06,0.01,20292,0
40129,0.03,0.08,0.0,0.09,0.01,20293,0
40131,0.02,0.07,0.0,0.07,0.0,20294,0
40133,0.01,0.06,0.0,0.05,0.0,20295,0
40135,0.02,0.08,0.0,0.06,0.01,20296,0
40137,0.02,0.1,0.0,0.08,0.0,20297,0
40139,0.01,0.07,0.0,0.06,0.0,20298,0
40141,0.02,0.06,0.0,0.06,0.01,20299,0
40143,0.01,0.08,0.0,0.07,0.0,20300,0
40145,0.03,0.09,0.0,0.07,0.01,20301,0
40147,0.02,0.05,0.0,0.07,0.0,20302,0
40149,0.02,0.07,0.0,0.14,0.0,20303,0
40151,0.01,0.04,0.0,0.1,0.0,20304,0
40153,0.02,0.05,0.0,0.09,0.0,20305,0
40155,0.01,0.08,0.0,0.1,0.0,20306,0
40156,0.01,0.07,0.0,0.07,0.0,20307,0
40158,0.02,0.08,0.0,0.07,0.01,20308,0
40160,0.02,0.06,0.0,0.07,0.01,20309,0
40162,0.03,0.14,0.0,0.08,0.01,20310,0
40164,0.02,0.09,0.0,0.05,0.01,20311,0
40166,0.02,0.1,0.0,0.07,0.0,20312,0
40168,0.02,0.1,0.0,0.05,0.01,20313,0
40170,0.02,0.09,0.0,0.07,0.0,20314,0
40172,0.02,0.08,0.0,0.06,0.0,20315,0
40174,0.02,0.09,0.0,0.05,0.01,20316,0
40176,0.02,0.11,0.0,0.07,0.01,20317,0
40178,0.02,0.11,0.0,0.06,0.01,20318,0
40180,0.02,0.06,0.0,0.05,0.01,20319,0
40182,0.01,0.07,0.0,0.06,0.01,20320,0
40184,0.02,0.13,0.0,0.08,0.01,20321,0
40186,0.02,0.1,0.0,0.07,0.01,20322,0
40188,0.02,0.12,0.0,0.08,0.01,20323,0
40190,0.02,0.14,0.0,0.08,0.01,20324,0
40192,0.02,0.16,0.0,0.08,0.01,20325,0
40194,0.02,0.14,0.0,0.08,0.01,20326,0
40196,0.02,0.23,0.0,0.07,0.01,20327,0
40198,0.01,0.15,0.0,0.06,0.01,20328,0
40200,0.01,0.09,0.0,0.08,0.01,20329,0
40202,0.02,0.17,0.0,0.08,0.0,20330,0
40204,0.02,0.14,0.0,0.09,0.01,20331,0
40206,0.02,0.14,0.0,0.09,0.01,20332,0
40208,0.02,0.16,0.0,0.09,0.01,20333,0
40210,0.02,0.14,0.0,0.06,0.01,20334,0
40212,0.02,0.15,0.0,0.08,0.01,20335,0
40214,0.01,0.11,0.0,0.05,0.01,20336,0
40216,0.01,0.1,0.0,0.1,0.01,20337,0
40218,0.02,0.09,0.0,0.09,0.0,20338,0
40220,0.02,0.12,0.0,0.06,0.01,20339,0
40222,0.01,0.1,0.0,0.08,0.01,20340,0
40224,0.01,0.12,0.0,0.08,0.01,20341,0
40226,0.02,0.14,0.0,0.09,0.01,20342,0
40228,0.02,0.22,0.0,0.08,0.02,20343,0
40230,0.02,0.15,0.0,0.08,0.01,20344,0
40232,0.02,0.11,0.0,0.06,0.02,20345,0
40234,0.02,0.14,0.0,0.07,0.02,20346,0
40236,0.02,0.12,0.0,0.08,0.01,20347,0
40238,0.03,0.16,0.0,0.07,0.01,20348,0
40240,0.02,0.15,0.0,0.1,0.01,20349,0
40242,0.03,0.09,0.0,0.07,0.01,20350,0
40243,0.02,0.09,0.0,0.06,0.01,20351,0
40245,0.02,0.11,0.0,0.07,0.01,20352,0
40247,0.02,0.18,0.0,0.08,0.01,20353,0
40249,0.02,0.19,0.0,0.08,0.0,20354,0
40251,0.02,0.17,0.0,0.09,0.01,20355,0
40253,0.03,0.12,0.0,0.09,0.01,20356,0
40255,0.02,0.14,0.0,0.07,0.01,20357,0
40257,0.01,0.13,0.0,0.06,0.02,20358,0
40259,0.02,0.12,0.0,0.06,0.01,20359,0
40261,0.03,0.13,0.0,0.07,0.01,20360,0
40263,0.02,0.09,0.0,0.06,0.01,20361,0
40265,0.03,0.1,0.0,0.07,0.01,20362,0
40267,0.02,0.13,0.0,0.07,0.01,20363,0
40269,0.02,0.14,0.0,0.09,0.01,20364,0
40271,0.03,0.13,0.0,0.08,0.01,20365,0
40273,0.02,0.14,0.0,0.08,0.01,20366,0
40275,0.03,0.12,0.0,0.08,0.01,20367,0
40277,0.02,0.12,0.0,0.06,0.01,20368,0
40279,0.03,0.19,0.0,0.1,0.02,20369,0
40281,0.02,0.18,0.0,0.07,0.01,20370,0
40283,0.03,0.18,0.0,0.07,0.01,20371,0
40285,0.02,0.15,0.0,0.07,0.02,20372,0
40287,0.02,0.11,0.0,0.08,0.01,20373,0
40289,0.01,0.09,0.0,0.07,0.01,20374,0
40291,0.01,0.1,0.0,0.08,0.01,20375,0
40293,0.01,0.08,0.0,0.07,0.01,20376,0
40295,0.02,0.1,0.0,0.07,0.01,20377,0
40297,0.01,0.12,0.0,0.05,0.01,20378,0
40299,0.03,0.1,0.0,0.06,0.01,20379,0
