normalize,angry,fear,happy,sad,surprise,cnt,chooseframe
10079,0.0,0.0,1.0,0.0,0.0,5048,0
10081,0.0,0.0,1.0,0.0,0.0,5049,0
10083,0.0,0.0,1.0,0.0,0.0,5050,0
10085,0.0,0.0,0.99,0.0,0.0,5051,0
10087,0.0,0.0,1.0,0.0,0.0,5052,0
10089,0.0,0.0,1.0,0.0,0.0,5053,0
10091,0.0,0.0,0.99,0.0,0.0,5054,0
10093,0.0,0.0,1.0,0.0,0.0,5055,0
10095,0.0,0.0,1.0,0.0,0.0,5056,0
10097,0.0,0.0,0.98,0.0,0.0,5057,0
10099,0.0,0.0,1.0,0.0,0.0,5058,0
10101,0.0,0.0,0.98,0.0,0.0,5059,0
10103,0.0,0.0,0.99,0.0,0.0,5060,0
10105,0.0,0.0,1.0,0.0,0.0,5061,0
10107,0.0,0.0,0.99,0.0,0.0,5062,0
10109,0.0,0.0,1.0,0.0,0.0,5063,0
10111,0.0,0.0,1.0,0.0,0.0,5064,0
10113,0.0,0.0,1.0,0.0,0.0,5065,0
10115,0.0,0.0,1.0,0.0,0.0,5066,0
10117,0.0,0.0,1.0,0.0,0.0,5067,0
10119,0.0,0.0,1.0,0.0,0.0,5068,0
10121,0.0,0.0,1.0,0.0,0.0,5069,0
10123,0.0,0.0,0.99,0.0,0.0,5070,0
10125,0.0,0.0,1.0,0.0,0.0,5071,0
10127,0.0,0.0,1.0,0.0,0.0,5072,0
10129,0.0,0.0,1.0,0.0,0.0,5073,0
10131,0.0,0.0,1.0,0.0,0.0,5074,0
10133,0.0,0.0,1.0,0.0,0.0,5075,0
10135,0.0,0.0,1.0,0.0,0.0,5076,0
10137,0.0,0.0,0.99,0.0,0.0,5077,0
10139,0.0,0.0,1.0,0.0,0.0,5078,0
10141,0.0,0.0,1.0,0.0,0.0,5079,0
10143,0.0,0.0,1.0,0.0,0.0,5080,1
10145,0.0,0.0,1.0,0.0,0.0,5081,0
10147,0.0,0.0,1.0,0.0,0.0,5082,0
10149,0.0,0.0,1.0,0.0,0.0,5083,0
10151,0.0,0.0,1.0,0.0,0.0,5084,0
10153,0.0,0.0,1.0,0.0,0.0,5085,0
10155,0.0,0.0,1.0,0.0,0.0,5086,0
10157,0.0,0.0,1.0,0.0,0.0,5087,0
10159,0.0,0.0,1.0,0.0,0.0,5088,0
10161,0.0,0.0,1.0,0.0,0.0,5089,0
10163,0.0,0.0,0.99,0.0,0.0,5090,0
10165,0.0,0.0,0.98,0.0,0.0,5091,0
10167,0.0,0.0,0.99,0.0,0.0,5092,0
10169,0.0,0.0,1.0,0.0,0.0,5093,0
10171,0.0,0.0,1.0,0.0,0.0,5094,0
10173,0.0,0.0,0.99,0.0,0.0,5095,0
10175,0.0,0.0,1.0,0.0,0.0,5096,0
10177,0.0,0.0,0.99,0.0,0.0,5097,0
10179,0.0,0.0,0.99,0.0,0.0,5098,0
10181,0.0,0.0,0.99,0.0,0.0,5099,0
10183,0.0,0.0,0.99,0.0,0.0,5100,0
10185,0.0,0.0,0.99,0.0,0.0,5101,0
10187,0.0,0.0,0.99,0.0,0.0,5102,0
10189,0.0,0.0,0.99,0.0,0.0,5103,0
10191,0.0,0.0,0.99,0.0,0.0,5104,0
10193,0.0,0.0,1.0,0.0,0.0,5105,0
10195,0.0,0.0,0.99,0.0,0.0,5106,0
10197,0.0,0.0,1.0,0.0,0.0,5107,0
10199,0.0,0.0,0.99,0.0,0.0,5108,0
10201,0.0,0.0,0.99,0.0,0.0,5109,0
10203,0.0,0.0,0.99,0.0,0.0,5110,0
10205,0.0,0.0,1.0,0.0,0.0,5111,0
10207,0.0,0.0,0.99,0.0,0.0,5112,0
10209,0.0,0.0,0.99,0.0,0.0,5113,0
10211,0.0,0.0,0.99,0.0,0.0,5114,0
10213,0.0,0.0,1.0,0.0,0.0,5115,0
10215,0.0,0.0,0.99,0.0,0.0,5116,0
10217,0.0,0.0,0.99,0.0,0.0,5117,0
10219,0.0,0.0,0.99,0.0,0.0,5118,0
10221,0.0,0.0,1.0,0.0,0.0,5119,0
10223,0.0,0.0,0.99,0.0,0.0,5120,0
10225,0.0,0.0,1.0,0.0,0.0,5121,0
10227,0.0,0.0,0.99,0.0,0.0,5122,0
10229,0.0,0.0,1.0,0.0,0.0,5123,0
10231,0.0,0.0,0.99,0.0,0.0,5124,0
10233,0.0,0.0,0.99,0.0,0.0,5125,0
10235,0.0,0.0,1.0,0.0,0.0,5126,0
10237,0.0,0.0,0.99,0.0,0.0,5127,0
10239,0.0,0.0,0.99,0.0,0.0,5128,0
10241,0.0,0.0,0.99,0.0,0.0,5129,0
10243,0.0,0.0,0.98,0.0,0.0,5130,0
10245,0.0,0.0,0.98,0.0,0.0,5131,0
10247,0.0,0.01,0.95,0.0,0.0,5132,0
10249,0.0,0.0,0.96,0.0,0.0,5133,0
10251,0.0,0.0,0.93,0.0,0.0,5134,0
10253,0.0,0.01,0.9,0.0,0.0,5135,0
10255,0.0,0.0,0.93,0.0,0.0,5136,0
10257,0.0,0.01,0.89,0.0,0.0,5137,0
10259,0.01,0.02,0.85,0.0,0.0,5138,0
10261,0.0,0.01,0.93,0.0,0.0,5139,0
10263,0.0,0.01,0.9,0.0,0.0,5140,0
10265,0.01,0.04,0.57,0.03,0.01,5141,0
10267,0.01,0.04,0.42,0.03,0.0,5142,0
10269,0.01,0.06,0.46,0.03,0.0,5143,0
10271,0.02,0.07,0.55,0.02,0.0,5144,0
10273,0.01,0.15,0.24,0.07,0.01,5145,0
10275,0.01,0.1,0.11,0.07,0.01,5146,0
10277,0.01,0.05,0.41,0.02,0.0,5147,0
10279,0.01,0.04,0.76,0.02,0.01,5148,0
10281,0.01,0.03,0.79,0.03,0.0,5149,0
10283,0.01,0.04,0.71,0.02,0.0,5150,0
10285,0.01,0.02,0.87,0.01,0.01,5151,0
10287,0.01,0.02,0.92,0.01,0.0,5152,0
10289,0.01,0.02,0.88,0.01,0.0,5153,0
10291,0.0,0.01,0.96,0.0,0.0,5154,0
10293,0.01,0.03,0.85,0.01,0.0,5155,0
10295,0.0,0.02,0.9,0.02,0.01,5156,0
10297,0.0,0.01,0.96,0.0,0.0,5157,0
10299,0.01,0.03,0.87,0.01,0.0,5158,0
10301,0.0,0.02,0.85,0.01,0.02,5159,0
10303,0.0,0.01,0.91,0.01,0.01,5160,0
10305,0.01,0.04,0.84,0.02,0.01,5161,0
10307,0.01,0.04,0.87,0.02,0.01,5162,1
10309,0.01,0.02,0.91,0.01,0.01,5163,0
10311,0.01,0.02,0.89,0.01,0.0,5164,0
10313,0.0,0.01,0.9,0.01,0.0,5165,0
10315,0.0,0.01,0.94,0.01,0.0,5166,0
10317,0.01,0.03,0.84,0.01,0.0,5167,0
10319,0.01,0.04,0.65,0.02,0.0,5168,0
10321,0.01,0.02,0.83,0.01,0.0,5169,0
10323,0.01,0.01,0.79,0.02,0.0,5170,0
10325,0.01,0.03,0.78,0.01,0.0,5171,0
10327,0.0,0.01,0.89,0.01,0.0,5172,0
10329,0.0,0.01,0.91,0.01,0.0,5173,0
10331,0.0,0.0,0.94,0.0,0.0,5174,0
10333,0.0,0.01,0.89,0.02,0.0,5175,0
10335,0.01,0.02,0.86,0.01,0.01,5176,0
10337,0.01,0.02,0.9,0.01,0.0,5177,0
10339,0.0,0.01,0.94,0.01,0.0,5178,0
10341,0.0,0.01,0.94,0.01,0.01,5179,0
10343,0.0,0.01,0.92,0.01,0.0,5180,0
10345,0.0,0.02,0.91,0.01,0.0,5181,0
10347,0.0,0.0,0.97,0.0,0.0,5182,0
10349,0.0,0.0,0.96,0.0,0.0,5183,0
10351,0.0,0.0,0.97,0.0,0.0,5184,0
10353,0.0,0.0,0.99,0.0,0.0,5185,0
10355,0.0,0.0,0.99,0.0,0.0,5186,0
10357,0.0,0.0,0.98,0.0,0.0,5187,0
10359,0.0,0.0,0.99,0.0,0.0,5188,0
10361,0.0,0.0,0.99,0.0,0.0,5189,0
10363,0.0,0.0,0.99,0.0,0.0,5190,0
10365,0.0,0.0,0.99,0.0,0.0,5191,0
10367,0.0,0.0,0.99,0.0,0.0,5192,0
10369,0.0,0.0,0.99,0.0,0.0,5193,0
10371,0.0,0.0,0.99,0.0,0.0,5194,0
10373,0.0,0.0,0.99,0.0,0.0,5195,0
10375,0.0,0.0,0.98,0.0,0.0,5196,0
10377,0.0,0.0,0.99,0.0,0.0,5197,0
10379,0.0,0.0,0.99,0.0,0.0,5198,0
10381,0.0,0.0,0.99,0.0,0.0,5199,0
10383,0.0,0.0,1.0,0.0,0.0,5200,0
10385,0.0,0.0,0.99,0.0,0.0,5201,0
10387,0.0,0.0,0.99,0.0,0.0,5202,0
10389,0.0,0.0,0.98,0.0,0.0,5203,0
10391,0.0,0.0,0.99,0.0,0.0,5204,0
10393,0.0,0.0,0.97,0.0,0.0,5205,0
10395,0.0,0.0,0.99,0.0,0.0,5206,0
10397,0.0,0.0,0.99,0.0,0.0,5207,0
10399,0.0,0.0,0.97,0.0,0.0,5208,0
10401,0.0,0.0,0.96,0.0,0.0,5209,0
10403,0.0,0.0,0.98,0.0,0.0,5210,0
10405,0.0,0.0,0.97,0.0,0.0,5211,0
10407,0.0,0.0,0.97,0.0,0.0,5212,0
10409,0.0,0.0,0.99,0.0,0.0,5213,0
10411,0.0,0.0,0.98,0.0,0.0,5214,0
10413,0.0,0.0,0.95,0.0,0.0,5215,0
10415,0.0,0.0,0.98,0.0,0.0,5216,0
10417,0.0,0.01,0.97,0.0,0.01,5217,0
10419,0.0,0.0,0.98,0.0,0.0,5218,0
10421,0.0,0.0,0.98,0.0,0.0,5219,0
10423,0.0,0.0,0.98,0.0,0.0,5220,0
10425,0.0,0.0,0.98,0.0,0.0,5221,0
10427,0.0,0.01,0.97,0.0,0.0,5222,0
10429,0.0,0.0,0.99,0.0,0.0,5223,0
10431,0.0,0.0,0.98,0.0,0.01,5224,0
10433,0.0,0.0,0.98,0.0,0.0,5225,0
10435,0.0,0.0,0.98,0.0,0.0,5226,0
10437,0.0,0.0,0.99,0.0,0.0,5227,0
10439,0.0,0.0,0.99,0.0,0.0,5228,0
10441,0.0,0.0,0.97,0.0,0.01,5229,0
10443,0.0,0.0,0.98,0.0,0.0,5230,0
10445,0.0,0.0,0.98,0.0,0.0,5231,0
10447,0.0,0.0,0.98,0.0,0.0,5232,0
10449,0.0,0.0,0.99,0.0,0.0,5233,0
10451,0.0,0.0,0.97,0.0,0.0,5234,0
10453,0.0,0.0,0.98,0.0,0.0,5235,0
10455,0.0,0.0,0.98,0.0,0.0,5236,0
10457,0.0,0.0,0.97,0.0,0.0,5237,0
10459,0.0,0.0,0.98,0.0,0.0,5238,0
10461,0.0,0.0,0.99,0.0,0.0,5239,0
10463,0.0,0.0,0.98,0.0,0.0,5240,0
10465,0.0,0.0,0.99,0.0,0.0,5241,0
10467,0.0,0.0,0.99,0.0,0.0,5242,0
10469,0.0,0.0,0.97,0.0,0.0,5243,0
10471,0.0,0.0,0.97,0.0,0.0,5244,0
10473,0.0,0.0,0.98,0.0,0.0,5245,0
10475,0.0,0.01,0.96,0.0,0.0,5246,0
10477,0.0,0.01,0.96,0.0,0.0,5247,0
10479,0.0,0.0,0.98,0.0,0.0,5248,0
10481,0.0,0.0,0.98,0.0,0.0,5249,0
10483,0.0,0.0,0.99,0.0,0.0,5250,0
10485,0.0,0.01,0.96,0.01,0.0,5251,0
10487,0.0,0.01,0.97,0.0,0.0,5252,0
10489,0.0,0.01,0.96,0.0,0.0,5253,0
10491,0.0,0.0,0.97,0.0,0.0,5254,0
10493,0.0,0.0,0.96,0.0,0.01,5255,0
10495,0.0,0.0,0.98,0.0,0.0,5256,0
10497,0.0,0.0,0.98,0.0,0.0,5257,0
10499,0.0,0.0,0.96,0.0,0.01,5258,0
10501,0.0,0.0,0.97,0.0,0.0,5259,0
10503,0.0,0.0,0.98,0.0,0.0,5260,0
10505,0.0,0.01,0.96,0.01,0.0,5261,0
10507,0.0,0.0,0.98,0.0,0.0,5262,0
10509,0.0,0.0,0.98,0.0,0.0,5263,0
10511,0.0,0.01,0.96,0.0,0.01,5264,0
10513,0.0,0.01,0.97,0.0,0.01,5265,0
10515,0.0,0.01,0.94,0.01,0.01,5266,0
10517,0.0,0.0,0.97,0.0,0.0,5267,0
10519,0.0,0.0,0.99,0.0,0.0,5268,0
10521,0.0,0.01,0.95,0.0,0.0,5269,0
10523,0.0,0.01,0.97,0.0,0.0,5270,0
10525,0.0,0.01,0.96,0.0,0.0,5271,0
10527,0.0,0.01,0.97,0.0,0.0,5272,0
10529,0.0,0.01,0.94,0.0,0.0,5273,0
10530,0.0,0.0,0.98,0.0,0.0,5274,0
10532,0.0,0.01,0.94,0.01,0.01,5275,0
10534,0.0,0.0,0.98,0.0,0.0,5276,0
10536,0.0,0.0,0.99,0.0,0.0,5277,0
10538,0.0,0.01,0.94,0.01,0.01,5278,0
10540,0.0,0.0,0.96,0.0,0.01,5279,0
10542,0.0,0.01,0.97,0.0,0.01,5280,0
10544,0.0,0.01,0.96,0.0,0.01,5281,0
10546,0.0,0.0,0.95,0.0,0.0,5282,0
10548,0.0,0.01,0.95,0.0,0.01,5283,0
10550,0.0,0.01,0.95,0.01,0.0,5284,0
10552,0.0,0.01,0.94,0.01,0.01,5285,0
10554,0.0,0.01,0.95,0.01,0.0,5286,0
10556,0.0,0.01,0.95,0.0,0.0,5287,0
10558,0.0,0.01,0.94,0.01,0.01,5288,0
10560,0.0,0.02,0.93,0.01,0.01,5289,0
10562,0.01,0.02,0.88,0.01,0.01,5290,0
10564,0.0,0.02,0.93,0.01,0.01,5291,0
10566,0.0,0.02,0.93,0.01,0.01,5292,0
10568,0.0,0.03,0.82,0.01,0.01,5293,0
10570,0.0,0.03,0.92,0.01,0.01,5294,0
10572,0.0,0.01,0.96,0.0,0.01,5295,0
10574,0.0,0.01,0.88,0.01,0.01,5296,0
10576,0.0,0.01,0.95,0.0,0.01,5297,0
10578,0.01,0.07,0.76,0.02,0.02,5298,0
10580,0.0,0.01,0.91,0.01,0.01,5299,0
10582,0.0,0.01,0.91,0.01,0.01,5300,0
10584,0.01,0.05,0.84,0.01,0.01,5301,0
10586,0.01,0.03,0.86,0.01,0.01,5302,0
10588,0.0,0.02,0.89,0.0,0.0,5303,0
10590,0.0,0.03,0.9,0.01,0.01,5304,0
10592,0.0,0.01,0.93,0.0,0.01,5305,0
10594,0.0,0.02,0.91,0.01,0.01,5306,0
10596,0.01,0.04,0.87,0.01,0.01,5307,0
10598,0.01,0.04,0.78,0.02,0.02,5308,0
10600,0.01,0.02,0.85,0.0,0.01,5309,0
10602,0.0,0.04,0.82,0.01,0.01,5310,0
10604,0.01,0.06,0.75,0.02,0.01,5311,0
10606,0.01,0.04,0.71,0.01,0.01,5312,0
10608,0.01,0.04,0.77,0.01,0.01,5313,0
10610,0.0,0.02,0.89,0.01,0.01,5314,0
10612,0.0,0.02,0.85,0.01,0.02,5315,0
10614,0.01,0.03,0.79,0.01,0.01,5316,0
10616,0.0,0.01,0.92,0.01,0.01,5317,0
10618,0.0,0.01,0.92,0.0,0.01,5318,0
10620,0.0,0.01,0.91,0.01,0.01,5319,0
10622,0.0,0.01,0.92,0.0,0.01,5320,0
10624,0.0,0.03,0.83,0.01,0.01,5321,0
10626,0.01,0.04,0.84,0.01,0.02,5322,0
10628,0.0,0.01,0.93,0.01,0.01,5323,0
10630,0.01,0.03,0.87,0.01,0.01,5324,0
10632,0.0,0.02,0.85,0.01,0.01,5325,0
10634,0.0,0.01,0.93,0.0,0.01,5326,0
10636,0.01,0.05,0.8,0.01,0.01,5327,0
10638,0.0,0.03,0.81,0.01,0.01,5328,0
10640,0.0,0.02,0.89,0.01,0.01,5329,0
10642,0.01,0.03,0.8,0.01,0.01,5330,0
10644,0.0,0.01,0.82,0.01,0.01,5331,0
10646,0.01,0.03,0.85,0.01,0.0,5332,0
10648,0.01,0.04,0.77,0.01,0.0,5333,0
10650,0.01,0.02,0.87,0.01,0.01,5334,0
10652,0.01,0.04,0.81,0.01,0.0,5335,0
10654,0.01,0.03,0.81,0.01,0.01,5336,0
10656,0.01,0.03,0.8,0.01,0.0,5337,0
10658,0.01,0.03,0.74,0.01,0.01,5338,0
10660,0.01,0.03,0.85,0.02,0.01,5339,0
10662,0.01,0.03,0.78,0.02,0.01,5340,0
10664,0.01,0.03,0.85,0.01,0.01,5341,0
10666,0.0,0.03,0.81,0.01,0.01,5342,0
10668,0.0,0.02,0.9,0.01,0.0,5343,0
10670,0.0,0.01,0.91,0.01,0.0,5344,0
10672,0.0,0.03,0.77,0.01,0.01,5345,0
10674,0.0,0.01,0.86,0.01,0.01,5346,0
10676,0.0,0.02,0.91,0.01,0.01,5347,0
10678,0.0,0.02,0.91,0.0,0.01,5348,0
10680,0.0,0.01,0.89,0.01,0.0,5349,0
10682,0.0,0.01,0.93,0.0,0.01,5350,0
10684,0.0,0.04,0.83,0.01,0.01,5351,0
10686,0.0,0.02,0.86,0.01,0.01,5352,0
10688,0.0,0.01,0.96,0.0,0.0,5353,0
10690,0.0,0.03,0.91,0.01,0.01,5354,0
10692,0.0,0.02,0.87,0.01,0.0,5355,0
10694,0.0,0.03,0.84,0.01,0.01,5356,0
10696,0.0,0.02,0.88,0.01,0.01,5357,0
10698,0.0,0.01,0.95,0.0,0.01,5358,0
10700,0.0,0.02,0.89,0.0,0.0,5359,0
10702,0.0,0.02,0.9,0.01,0.01,5360,0
10704,0.01,0.03,0.86,0.01,0.01,5361,0
10706,0.0,0.03,0.86,0.02,0.01,5362,0
10708,0.0,0.01,0.94,0.01,0.01,5363,0
10710,0.0,0.01,0.92,0.01,0.01,5364,0
10712,0.0,0.02,0.88,0.01,0.01,5365,0
10714,0.0,0.03,0.83,0.01,0.01,5366,0
10716,0.0,0.02,0.85,0.02,0.01,5367,0
10718,0.0,0.02,0.91,0.01,0.0,5368,0
10720,0.0,0.01,0.93,0.01,0.0,5369,0
10722,0.0,0.02,0.93,0.0,0.0,5370,0
10724,0.0,0.01,0.94,0.01,0.01,5371,0
10726,0.0,0.03,0.86,0.01,0.0,5372,0
10728,0.0,0.01,0.92,0.0,0.0,5373,0
10730,0.0,0.03,0.9,0.0,0.0,5374,0
10732,0.0,0.01,0.96,0.0,0.01,5375,0
10734,0.0,0.01,0.95,0.01,0.01,5376,0
10736,0.0,0.02,0.9,0.01,0.0,5377,0
10738,0.0,0.01,0.89,0.01,0.0,5378,0
10740,0.0,0.02,0.78,0.01,0.0,5379,0
10742,0.0,0.01,0.86,0.01,0.01,5380,0
10744,0.0,0.02,0.89,0.01,0.01,5381,0
10746,0.0,0.01,0.92,0.01,0.0,5382,0
10748,0.0,0.02,0.87,0.01,0.01,5383,0
10750,0.0,0.01,0.88,0.01,0.0,5384,0
10752,0.0,0.01,0.92,0.01,0.01,5385,0
10754,0.01,0.02,0.83,0.01,0.01,5386,0
10756,0.01,0.02,0.81,0.01,0.01,5387,0
10758,0.0,0.02,0.83,0.02,0.02,5388,0
10760,0.0,0.01,0.87,0.01,0.01,5389,0
10762,0.0,0.01,0.76,0.03,0.0,5390,0
10764,0.0,0.01,0.87,0.01,0.0,5391,0
10766,0.01,0.02,0.86,0.02,0.0,5392,1
10768,0.01,0.02,0.78,0.02,0.0,5393,0
10770,0.01,0.04,0.56,0.03,0.0,5394,0
10772,0.02,0.04,0.47,0.06,0.01,5395,0
10774,0.01,0.03,0.65,0.03,0.0,5396,0
10776,0.0,0.03,0.73,0.02,0.0,5397,0
10778,0.01,0.03,0.68,0.06,0.01,5398,0
10780,0.0,0.02,0.76,0.01,0.0,5399,0
10782,0.0,0.01,0.8,0.01,0.0,5400,0
10784,0.0,0.01,0.89,0.01,0.0,5401,0
10786,0.0,0.0,0.91,0.0,0.0,5402,0
10788,0.0,0.01,0.89,0.01,0.0,5403,0
10790,0.0,0.0,0.95,0.0,0.0,5404,0
10792,0.0,0.01,0.97,0.0,0.0,5405,0
10794,0.0,0.01,0.92,0.01,0.0,5406,0
10796,0.0,0.0,0.97,0.0,0.0,5407,0
10798,0.0,0.01,0.95,0.0,0.0,5408,0
10800,0.0,0.01,0.92,0.0,0.0,5409,0
10802,0.0,0.01,0.95,0.0,0.0,5410,0
10804,0.0,0.0,0.95,0.0,0.0,5411,0
10806,0.0,0.01,0.93,0.0,0.0,5412,0
10808,0.0,0.0,0.97,0.0,0.0,5413,0
10810,0.0,0.0,0.98,0.0,0.0,5414,0
10812,0.0,0.0,0.96,0.0,0.0,5415,0
10814,0.0,0.01,0.93,0.0,0.0,5416,0
10816,0.0,0.0,0.97,0.0,0.0,5417,0
10818,0.0,0.01,0.92,0.01,0.0,5418,0
10820,0.0,0.0,0.99,0.0,0.0,5419,0
10822,0.0,0.0,0.99,0.0,0.0,5420,0
10824,0.0,0.0,0.98,0.0,0.0,5421,0
10826,0.0,0.0,0.97,0.0,0.0,5422,0
10828,0.0,0.0,0.98,0.0,0.0,5423,0
10830,0.0,0.0,0.94,0.0,0.0,5424,0
10832,0.0,0.0,0.96,0.0,0.0,5425,0
10834,0.0,0.0,0.97,0.0,0.0,5426,0
10836,0.0,0.01,0.95,0.0,0.0,5427,0
10838,0.0,0.0,0.97,0.0,0.0,5428,0
10840,0.0,0.0,0.98,0.0,0.0,5429,0
10842,0.0,0.0,0.97,0.0,0.0,5430,0
10844,0.0,0.0,0.95,0.0,0.0,5431,0
10846,0.0,0.0,0.97,0.0,0.0,5432,0
10848,0.0,0.0,0.97,0.0,0.0,5433,0
10850,0.0,0.0,0.99,0.0,0.0,5434,0
10852,0.0,0.0,0.98,0.0,0.0,5435,0
10854,0.0,0.0,0.96,0.0,0.0,5436,0
10856,0.0,0.0,0.98,0.0,0.0,5437,0
10858,0.0,0.01,0.96,0.0,0.0,5438,0
10860,0.0,0.0,0.98,0.0,0.0,5439,0
10862,0.0,0.0,0.98,0.0,0.0,5440,0
10864,0.0,0.0,0.99,0.0,0.0,5441,0
10866,0.0,0.0,0.94,0.0,0.0,5442,0
10868,0.0,0.0,0.98,0.0,0.0,5443,0
10870,0.0,0.0,0.97,0.0,0.0,5444,0
10872,0.0,0.0,0.99,0.0,0.0,5445,0
10874,0.0,0.0,0.97,0.0,0.0,5446,0
10876,0.0,0.0,0.96,0.0,0.0,5447,0
10878,0.0,0.0,0.99,0.0,0.0,5448,0
10880,0.0,0.0,0.98,0.0,0.0,5449,0
10882,0.0,0.0,0.98,0.0,0.0,5450,0
10884,0.0,0.0,0.96,0.0,0.0,5451,0
10886,0.0,0.0,0.98,0.0,0.0,5452,0
10888,0.0,0.01,0.97,0.0,0.0,5453,0
10890,0.0,0.0,0.98,0.0,0.0,5454,0
10892,0.0,0.0,0.98,0.0,0.0,5455,0
10894,0.0,0.0,0.98,0.0,0.0,5456,0
10896,0.0,0.0,0.97,0.0,0.0,5457,0
10898,0.0,0.0,0.98,0.0,0.0,5458,0
10900,0.0,0.01,0.98,0.0,0.0,5459,0
10902,0.0,0.0,0.99,0.0,0.0,5460,0
10904,0.0,0.0,0.97,0.0,0.0,5461,0
10906,0.0,0.0,0.96,0.0,0.01,5462,0
10908,0.0,0.0,0.98,0.0,0.0,5463,0
10910,0.0,0.0,0.97,0.0,0.0,5464,0
10912,0.0,0.0,0.97,0.0,0.0,5465,0
10914,0.0,0.0,0.99,0.0,0.0,5466,0
10916,0.0,0.0,0.97,0.0,0.0,5467,0
10918,0.0,0.0,0.98,0.0,0.0,5468,0
10920,0.0,0.0,0.98,0.0,0.0,5469,0
10922,0.0,0.0,0.97,0.0,0.0,5470,0
10924,0.0,0.0,0.98,0.0,0.0,5471,0
10926,0.0,0.0,0.99,0.0,0.0,5472,0
10928,0.0,0.01,0.97,0.0,0.0,5473,0
10930,0.0,0.01,0.94,0.01,0.0,5474,0
10932,0.0,0.0,0.97,0.0,0.0,5475,1
10934,0.0,0.01,0.95,0.0,0.01,5476,0
10936,0.0,0.01,0.95,0.0,0.0,5477,0
10938,0.0,0.02,0.92,0.0,0.0,5478,0
10940,0.0,0.01,0.95,0.0,0.0,5479,0
10942,0.01,0.03,0.86,0.01,0.0,5480,0
10944,0.01,0.02,0.81,0.01,0.01,5481,0
10946,0.01,0.02,0.85,0.01,0.0,5482,0
10948,0.0,0.01,0.92,0.0,0.0,5483,0
10950,0.0,0.01,0.95,0.0,0.0,5484,0
10952,0.0,0.02,0.93,0.01,0.0,5485,0
10954,0.0,0.0,0.98,0.0,0.01,5486,0
10956,0.0,0.0,0.98,0.0,0.0,5487,0
10958,0.0,0.02,0.91,0.01,0.01,5488,0
10960,0.0,0.01,0.92,0.01,0.0,5489,0
10962,0.0,0.01,0.95,0.0,0.01,5490,0
10964,0.0,0.02,0.93,0.0,0.0,5491,0
10966,0.0,0.01,0.96,0.0,0.0,5492,0
10968,0.0,0.01,0.94,0.0,0.01,5493,0
10970,0.0,0.01,0.97,0.0,0.0,5494,0
10972,0.0,0.01,0.94,0.01,0.01,5495,0
10974,0.0,0.01,0.95,0.0,0.0,5496,0
10976,0.0,0.0,0.97,0.0,0.0,5497,0
10978,0.0,0.0,0.95,0.0,0.0,5498,0
10980,0.0,0.01,0.98,0.0,0.0,5499,0
10982,0.0,0.01,0.93,0.0,0.0,5500,0
10984,0.0,0.0,0.98,0.0,0.0,5501,0
10986,0.0,0.0,0.96,0.0,0.0,5502,0
10988,0.0,0.0,0.98,0.0,0.0,5503,0
10990,0.0,0.01,0.96,0.0,0.0,5504,0
10992,0.0,0.0,0.97,0.0,0.0,5505,0
10994,0.0,0.0,0.98,0.0,0.0,5506,0
10996,0.0,0.0,0.97,0.0,0.0,5507,0
10998,0.0,0.0,0.97,0.0,0.0,5508,0
11000,0.0,0.01,0.94,0.0,0.0,5509,0
11002,0.0,0.0,0.96,0.0,0.0,5510,0
11004,0.0,0.0,0.97,0.0,0.0,5511,0
11006,0.0,0.0,0.98,0.0,0.0,5512,0
11008,0.0,0.0,0.99,0.0,0.0,5513,0
11010,0.0,0.0,0.97,0.0,0.0,5514,0
11012,0.0,0.01,0.95,0.0,0.0,5515,0
11014,0.0,0.0,0.97,0.0,0.0,5516,0
11016,0.0,0.0,0.96,0.0,0.0,5517,0
11018,0.0,0.0,0.96,0.0,0.0,5518,0
11020,0.0,0.0,0.97,0.0,0.0,5519,0
11022,0.0,0.01,0.95,0.0,0.0,5520,0
11024,0.0,0.01,0.96,0.0,0.0,5521,0
11026,0.0,0.0,0.98,0.0,0.0,5522,0
11028,0.0,0.0,0.97,0.0,0.0,5523,0
11030,0.0,0.0,0.97,0.0,0.0,5524,0
11032,0.0,0.01,0.95,0.0,0.0,5525,0
11034,0.0,0.01,0.96,0.0,0.0,5526,0
11036,0.0,0.0,0.96,0.0,0.0,5527,0
11038,0.0,0.0,0.98,0.0,0.0,5528,0
11040,0.0,0.01,0.96,0.0,0.0,5529,0
11042,0.0,0.01,0.95,0.0,0.0,5530,0
11044,0.0,0.0,0.98,0.0,0.0,5531,0
11046,0.0,0.0,0.96,0.0,0.0,5532,0
11048,0.0,0.0,0.98,0.0,0.0,5533,0
11050,0.0,0.0,0.97,0.0,0.0,5534,0
11052,0.0,0.0,0.97,0.0,0.0,5535,0
11054,0.0,0.0,0.98,0.0,0.0,5536,0
11056,0.0,0.0,0.97,0.0,0.0,5537,0
11058,0.0,0.01,0.94,0.0,0.0,5538,0
11060,0.0,0.0,0.97,0.0,0.0,5539,0
11062,0.0,0.0,0.96,0.0,0.0,5540,0
11064,0.0,0.01,0.96,0.0,0.0,5541,0
11066,0.0,0.0,0.98,0.0,0.0,5542,0
11068,0.0,0.0,0.96,0.0,0.0,5543,0
11070,0.0,0.0,0.96,0.0,0.0,5544,0
11072,0.0,0.0,0.98,0.0,0.0,5545,0
