normalize,fear,happy
25236,0.03,0.0
25256,0.12,0.0
25276,0.03,0.0
25296,0.05,0.0
25316,0.05,0.0
25335,0.04,0.0
25355,0.06,0.0
25375,0.04,0.0
25395,0.07,0.0
25415,0.08,0.0
25434,0.07,0.0
25454,0.07,0.0
25474,0.05,0.0
25494,0.08,0.0
25514,0.04,0.0
25533,0.05,0.0
25553,0.08,0.0
25573,0.05,0.0
25593,0.03,0.0
25612,0.05,0.0
25632,0.07,0.0
25652,0.07,0.0
25672,0.09,0.0
25692,0.05,0.0
25711,0.08,0.0
25731,0.07,0.0
25751,0.08,0.0
25771,0.05,0.0
25791,0.07,0.0
25810,0.05,0.0
25830,0.07,0.0
25850,0.06,0.0
25870,0.03,0.01
25890,0.03,0.0
25909,0.03,0.0
25929,0.03,0.0
25949,0.03,0.0
25969,0.02,0.01
25989,0.04,0.01
26008,0.07,0.02
26028,0.08,0.02
26048,0.02,0.16
26068,0.02,0.04
26088,0.03,0.13
26107,0.01,0.16
26127,0.01,0.31
26147,0.03,0.19
26167,0.04,0.04
26186,0.03,0.07
26206,0.04,0.27
26226,0.01,0.66
26246,0.02,0.47
26266,0.01,0.65
26285,0.01,0.67
26305,0.01,0.78
26325,0.01,0.74
26345,0.02,0.59
26365,0.01,0.5
26384,0.01,0.58
26404,0.02,0.56
26424,0.03,0.11
26444,0.03,0.18
26464,0.02,0.15
26483,0.02,0.05
26503,0.05,0.05
26523,0.03,0.13
26543,0.03,0.06
26563,0.06,0.03
26582,0.03,0.02
26602,0.02,0.08
26622,0.01,0.03
26642,0.03,0.06
26662,0.02,0.02
26681,0.02,0.0
26701,0.04,0.01
26721,0.03,0.01
26741,0.02,0.0
26760,0.03,0.02
26780,0.02,0.13
26800,0.02,0.03
26820,0.03,0.01
26840,0.02,0.01
26859,0.03,0.0
26879,0.02,0.0
26899,0.04,0.0
26919,0.01,0.01
26939,0.03,0.0
26958,0.02,0.01
26978,0.04,0.01
26998,0.02,0.01
27018,0.01,0.02
27038,0.02,0.01
27057,0.02,0.02
27077,0.03,0.02
27097,0.02,0.01
27117,0.02,0.0
27137,0.01,0.01
27156,0.02,0.0
27176,0.01,0.0
27196,0.05,0.0
27216,0.03,0.0
27236,0.04,0.0
27255,0.05,0.0
27275,0.02,0.0
27295,0.05,0.0
27315,0.03,0.0
27334,0.05,0.0
27354,0.05,0.0
27374,0.03,0.0
27394,0.04,0.0
27414,0.03,0.0
27433,0.06,0.0
27453,0.05,0.0
27473,0.03,0.0
27493,0.06,0.0
27513,0.04,0.0
27532,0.05,0.0
27552,0.06,0.0
27572,0.06,0.0
27592,0.04,0.0
27612,0.05,0.0
27631,0.05,0.0
27651,0.05,0.0
27671,0.08,0.0
27691,0.08,0.0
27711,0.06,0.0
27730,0.05,0.0
27750,0.06,0.0
27770,0.03,0.0
27790,0.06,0.0
27810,0.05,0.0
27829,0.06,0.0
27849,0.03,0.0
27869,0.04,0.0
27889,0.07,0.0
27908,0.07,0.0
27928,0.05,0.0
27948,0.05,0.0
27968,0.05,0.0
27988,0.05,0.0
28007,0.07,0.0
28027,0.05,0.0
28047,0.05,0.0
28067,0.02,0.0
28087,0.06,0.0
28106,0.04,0.0
28126,0.09,0.0
28146,0.06,0.0
28166,0.05,0.0
28186,0.02,0.0
28205,0.03,0.0
28225,0.08,0.0
28245,0.04,0.0
28265,0.04,0.0
28285,0.03,0.0
28304,0.04,0.0
28324,0.04,0.0
28344,0.06,0.0
28364,0.05,0.0
28384,0.04,0.0
28403,0.11,0.0
28423,0.02,0.0
28443,0.05,0.0
28463,0.09,0.0
28482,0.06,0.0
28502,0.08,0.0
28522,0.04,0.0
28542,0.07,0.0
28562,0.05,0.0
28581,0.06,0.0
28601,0.04,0.0
28621,0.05,0.0
28641,0.06,0.0
28661,0.05,0.0
28680,0.08,0.0
28700,0.06,0.0
28720,0.05,0.0
28740,0.04,0.0
28760,0.05,0.0
28779,0.05,0.0
28799,0.07,0.0
28819,0.12,0.0
28839,0.07,0.0
28859,0.12,0.0
28878,0.06,0.0
28898,0.08,0.0
28918,0.05,0.0
28938,0.09,0.0
28958,0.06,0.0
28977,0.06,0.0
28997,0.1,0.0
29017,0.06,0.0
29037,0.09,0.0
29057,0.09,0.0
29076,0.07,0.0
29096,0.06,0.0
29116,0.04,0.0
29136,0.07,0.0
29155,0.05,0.0
29175,0.08,0.0
29195,0.06,0.0
29215,0.06,0.0
29235,0.06,0.0
29254,0.07,0.0
29274,0.08,0.0
29294,0.07,0.0
29314,0.07,0.0
29334,0.07,0.0
29353,0.04,0.0
29373,0.02,0.04
29393,0.02,0.01
29413,0.02,0.01
29433,0.04,0.14
29452,0.02,0.31
29472,0.02,0.56
29492,0.03,0.44
29512,0.05,0.36
29532,0.06,0.32
29551,0.03,0.55
29571,0.03,0.34
29591,0.03,0.35
29611,0.04,0.1
29631,0.04,0.14
29650,0.04,0.08
29670,0.04,0.02
29690,0.05,0.02
29710,0.05,0.03
29729,0.05,0.01
29749,0.11,0.01
29769,0.07,0.01
29789,0.07,0.01
29809,0.07,0.01
29828,0.11,0.0
29848,0.04,0.0
29868,0.06,0.0
29888,0.06,0.0
29908,0.07,0.0
29927,0.06,0.0
29947,0.06,0.0
29967,0.05,0.0
29987,0.04,0.0
30007,0.07,0.0
30026,0.06,0.0
30046,0.11,0.01
30066,0.06,0.0
30086,0.06,0.0
30106,0.05,0.0
30125,0.07,0.0
30145,0.09,0.0
30165,0.15,0.0
30185,0.09,0.0
30205,0.05,0.0
30224,0.08,0.0
30244,0.09,0.0
30264,0.08,0.0
30284,0.08,0.0
30303,0.12,0.0
30323,0.06,0.0
30343,0.08,0.0
30363,0.05,0.0
30383,0.12,0.0
30402,0.08,0.0
30422,0.06,0.0
30442,0.06,0.0
30462,0.04,0.0
30482,0.04,0.0
30501,0.07,0.0
30521,0.07,0.0
30541,0.08,0.0
30561,0.06,0.0
30581,0.06,0.0
30600,0.05,0.0
30620,0.07,0.0
30640,0.09,0.0
30660,0.07,0.0
30680,0.1,0.0
30699,0.07,0.0
30719,0.03,0.0
30739,0.05,0.0
30759,0.08,0.0
30779,0.06,0.0
30798,0.03,0.0
30818,0.02,0.03
30838,0.02,0.02
30858,0.02,0.0
30877,0.02,0.0
30897,0.07,0.0
30917,0.06,0.0
30937,0.05,0.0
30957,0.05,0.0
30976,0.09,0.0
30996,0.07,0.0
31016,0.05,0.0
31036,0.06,0.0
31056,0.05,0.0
31075,0.04,0.0
31095,0.07,0.0
31115,0.1,0.0
31135,0.08,0.0
31155,0.11,0.0
31174,0.06,0.0
31194,0.11,0.0
31214,0.07,0.0
31234,0.1,0.0
31254,0.11,0.0
31273,0.09,0.0
31293,0.09,0.0
31313,0.12,0.0
31333,0.08,0.0
31353,0.14,0.0
31372,0.11,0.0
31392,0.05,0.0
31412,0.1,0.0
31432,0.09,0.0
31451,0.1,0.0
31471,0.12,0.0
31491,0.08,0.0
31511,0.08,0.0
31531,0.11,0.0
31550,0.14,0.0
31570,0.13,0.0
31590,0.12,0.0
31610,0.11,0.0
31630,0.11,0.0
31649,0.08,0.0
31669,0.1,0.0
31689,0.13,0.0
31709,0.13,0.0
31729,0.04,0.0
31748,0.12,0.0
31768,0.13,0.0
31788,0.08,0.0
31808,0.09,0.0
31828,0.13,0.0
31847,0.1,0.0
31867,0.07,0.24
31887,0.07,0.7
31907,0.0,0.99
31927,0.0,0.99
31946,0.0,1.0
31966,0.0,1.0
31986,0.0,0.97
32006,0.0,0.99
32025,0.03,0.86
32045,0.05,0.46
32065,0.04,0.1
32085,0.02,0.12
32105,0.04,0.04
32124,0.04,0.05
32144,0.03,0.02
32164,0.06,0.03
32184,0.02,0.0
32204,0.04,0.03
32223,0.02,0.02
32243,0.01,0.01
32263,0.02,0.01
32283,0.01,0.0
32303,0.02,0.0
32322,0.04,0.0
32342,0.07,0.0
32362,0.06,0.0
32382,0.08,0.0
32402,0.02,0.01
32421,0.02,0.01
32441,0.02,0.01
32461,0.03,0.0
32481,0.02,0.0
32501,0.05,0.0
32520,0.06,0.0
32540,0.06,0.0
32560,0.09,0.0
32580,0.03,0.0
32599,0.05,0.0
32619,0.04,0.0
32639,0.08,0.0
32659,0.04,0.0
32679,0.06,0.0
32698,0.04,0.0
32718,0.05,0.0
32738,0.04,0.0
32758,0.03,0.0
32778,0.08,0.0
32797,0.04,0.0
32817,0.06,0.0
32837,0.08,0.0
32857,0.09,0.0
32877,0.06,0.0
32896,0.15,0.0
32916,0.02,0.0
32936,0.03,0.0
32956,0.03,0.0
32976,0.02,0.06
32995,0.03,0.01
33015,0.01,0.03
33035,0.05,0.0
33055,0.04,0.01
33075,0.02,0.01
33094,0.03,0.01
33114,0.03,0.02
33134,0.03,0.01
33154,0.02,0.06
33173,0.06,0.07
33193,0.01,0.06
33213,0.08,0.09
33233,0.02,0.03
33253,0.02,0.01
33272,0.04,0.03
33292,0.02,0.04
33312,0.01,0.02
33332,0.03,0.03
33352,0.02,0.01
33371,0.02,0.02
33391,0.02,0.01
33411,0.01,0.02
33431,0.03,0.01
33451,0.16,0.01
33470,0.12,0.01
33490,0.03,0.01
33510,0.01,0.02
33530,0.02,0.02
33550,0.02,0.01
33569,0.02,0.01
33589,0.01,0.01
33609,0.03,0.01
33629,0.02,0.01
33649,0.02,0.0
33668,0.03,0.0
33688,0.03,0.0
33708,0.02,0.0
33728,0.03,0.0
33748,0.04,0.0
33767,0.04,0.0
33787,0.04,0.0
33807,0.04,0.0
33827,0.04,0.0
33846,0.03,0.0
33866,0.04,0.0
33886,0.02,0.0
33906,0.05,0.0
33926,0.09,0.0
33945,0.06,0.0
33965,0.09,0.0
33985,0.15,0.0
34005,0.01,0.0
34025,0.01,0.0
34044,0.04,0.0
34064,0.07,0.0
34084,0.08,0.0
34104,0.06,0.0
34124,0.07,0.0
34143,0.04,0.0
34163,0.03,0.0
34183,0.07,0.0
34203,0.02,0.0
34223,0.03,0.0
34242,0.02,0.0
34262,0.19,0.01
34282,0.16,0.02
34302,0.03,0.01
34322,0.02,0.01
34341,0.04,0.01
34361,0.01,0.02
34381,0.01,0.01
34401,0.02,0.01
34420,0.01,0.01
34440,0.06,0.0
34460,0.02,0.01
34480,0.03,0.0
34500,0.03,0.0
34519,0.03,0.0
34539,0.03,0.0
34559,0.03,0.0
34579,0.03,0.0
34599,0.02,0.0
34618,0.03,0.0
34638,0.02,0.0
34658,0.03,0.0
34678,0.02,0.0
34698,0.03,0.0
34717,0.02,0.0
34737,0.03,0.0
34757,0.08,0.0
34777,0.03,0.0
34797,0.06,0.0
34816,0.03,0.0
34836,0.05,0.0
34856,0.07,0.0
34876,0.02,0.0
34896,0.03,0.0
34915,0.02,0.0
34935,0.04,0.0
34955,0.03,0.0
34975,0.03,0.0
34994,0.03,0.0
35014,0.06,0.0
35034,0.04,0.0
35054,0.05,0.0
35074,0.07,0.0
35093,0.07,0.0
35113,0.06,0.0
35133,0.06,0.0
35153,0.06,0.0
35173,0.07,0.0
35192,0.06,0.0
35212,0.08,0.0
35232,0.05,0.0
35252,0.13,0.0
35272,0.06,0.0
35291,0.09,0.0
35311,0.03,0.0
35331,0.05,0.0
35351,0.1,0.04
35371,0.07,0.0
35390,0.05,0.3
35410,0.02,0.24
35430,0.05,0.04
35450,0.01,0.03
35470,0.02,0.05
35489,0.05,0.06
35509,0.03,0.02
35529,0.05,0.01
35549,0.04,0.01
35568,0.06,0.02
35588,0.02,0.01
35608,0.05,0.0
35628,0.08,0.01
35648,0.06,0.0
35667,0.03,0.0
35687,0.04,0.0
35707,0.05,0.0
35727,0.04,0.0
35747,0.1,0.0
35766,0.04,0.0
35786,0.09,0.0
35806,0.05,0.0
35826,0.08,0.0
35846,0.05,0.0
35865,0.05,0.0
35885,0.05,0.0
35905,0.03,0.0
35925,0.05,0.0
35945,0.03,0.0
35964,0.1,0.0
35984,0.13,0.0
36004,0.06,0.0
36024,0.05,0.0
36044,0.03,0.0
36063,0.03,0.0
36083,0.03,0.0
36103,0.06,0.0
36123,0.04,0.0
36142,0.07,0.0
36162,0.03,0.0
36182,0.07,0.0
36202,0.05,0.0
36222,0.06,0.0
36241,0.06,0.0
36261,0.07,0.0
36281,0.04,0.0
36301,0.04,0.0
36321,0.07,0.0
36340,0.06,0.0
36360,0.07,0.0
36380,0.02,0.0
36400,0.06,0.0
36420,0.07,0.0
36439,0.05,0.0
36459,0.03,0.0
36479,0.04,0.0
36499,0.05,0.0
36519,0.03,0.0
36538,0.12,0.0
36558,0.04,0.0
36578,0.06,0.0
36598,0.05,0.0
36618,0.07,0.0
36637,0.05,0.0
36657,0.07,0.0
36677,0.13,0.0
36697,0.05,0.0
36716,0.1,0.0
36736,0.03,0.0
36756,0.17,0.0
36776,0.07,0.0
36796,0.08,0.0
36815,0.09,0.0
36835,0.07,0.0
36855,0.08,0.0
36875,0.05,0.0
36895,0.07,0.0
36914,0.03,0.0
36934,0.07,0.0
36954,0.03,0.0
36974,0.1,0.0
36994,0.07,0.0
37013,0.06,0.0
37033,0.07,0.0
37053,0.07,0.0
37073,0.12,0.0
37093,0.06,0.0
37112,0.11,0.0
37132,0.02,0.0
37152,0.06,0.0
37172,0.08,0.0
37192,0.09,0.0
37211,0.07,0.0
37231,0.03,0.0
37251,0.06,0.0
37271,0.03,0.0
37290,0.04,0.0
37310,0.03,0.0
37330,0.07,0.0
37350,0.05,0.0
37370,0.05,0.0
37389,0.08,0.0
37409,0.04,0.0
37429,0.04,0.0
37449,0.04,0.0
37469,0.05,0.0
37488,0.05,0.0
37508,0.05,0.0
37528,0.11,0.0
37548,0.06,0.0
37568,0.12,0.0
37587,0.04,0.0
37607,0.07,0.0
37627,0.05,0.0
37647,0.06,0.0
37667,0.07,0.0
37686,0.06,0.0
37706,0.09,0.0
37726,0.02,0.0
37746,0.03,0.0
37766,0.04,0.0
37785,0.04,0.0
37805,0.03,0.0
37825,0.07,0.0
37845,0.07,0.0
37865,0.05,0.0
37884,0.07,0.0
37904,0.03,0.0
37924,0.08,0.0
37944,0.04,0.0
37963,0.05,0.0
37983,0.1,0.0
38003,0.04,0.0
38023,0.06,0.0
38043,0.04,0.0
38062,0.11,0.0
38082,0.05,0.0
38102,0.08,0.0
38122,0.04,0.0
38142,0.08,0.0
38161,0.08,0.0
38181,0.05,0.0
38201,0.1,0.0
38221,0.06,0.0
38241,0.09,0.0
38260,0.06,0.0
38280,0.07,0.0
38300,0.07,0.0
38320,0.08,0.0
38340,0.07,0.0
38359,0.11,0.0
38379,0.14,0.0
38399,0.06,0.0
38419,0.07,0.0
38439,0.09,0.0
38458,0.08,0.0
38478,0.11,0.0
38498,0.09,0.0
38518,0.17,0.0
38537,0.06,0.0
38557,0.13,0.0
38577,0.09,0.0
38597,0.1,0.0
38617,0.09,0.0
38636,0.1,0.0
38656,0.1,0.0
38676,0.06,0.0
38696,0.08,0.0
38716,0.03,0.01
38735,0.06,0.0
38755,0.04,0.0
38775,0.06,0.01
38795,0.04,0.0
38815,0.02,0.0
38834,0.08,0.0
38854,0.03,0.0
38874,0.1,0.0
38894,0.07,0.0
38914,0.07,0.0
38933,0.05,0.0
38953,0.06,0.0
38973,0.06,0.0
38993,0.08,0.0
39013,0.15,0.0
39032,0.09,0.0
39052,0.07,0.0
39072,0.12,0.0
39092,0.12,0.0
39111,0.06,0.0
39131,0.07,0.0
39151,0.06,0.0
39171,0.05,0.0
39191,0.05,0.0
39210,0.05,0.0
39230,0.07,0.0
39250,0.09,0.0
39270,0.1,0.0
39290,0.1,0.0
39309,0.07,0.0
39329,0.07,0.0
39349,0.06,0.0
39369,0.07,0.0
39389,0.08,0.0
39408,0.09,0.0
39428,0.1,0.0
39448,0.07,0.0
39468,0.07,0.0
39488,0.09,0.0
39507,0.05,0.0
39527,0.11,0.0
39547,0.08,0.0
39567,0.12,0.0
39587,0.06,0.0
39606,0.08,0.0
39626,0.06,0.0
39646,0.06,0.0
39666,0.16,0.0
39685,0.07,0.0
39705,0.07,0.0
39725,0.08,0.0
39745,0.09,0.0
39765,0.07,0.0
39784,0.02,0.0
39804,0.06,0.0
39824,0.11,0.0
39844,0.09,0.0
39864,0.07,0.0
39883,0.08,0.0
39903,0.09,0.0
39923,0.06,0.0
39943,0.1,0.0
39963,0.05,0.0
39982,0.11,0.0
40002,0.07,0.0
40022,0.13,0.0
40042,0.03,0.0
40062,0.03,0.0
40081,0.03,0.0
40101,0.05,0.0
40121,0.03,0.0
40141,0.04,0.0
40161,0.03,0.0
40180,0.08,0.0
40200,0.04,0.0
40220,0.04,0.0
40240,0.07,0.0
40259,0.07,0.0
40279,0.07,0.0
40299,0.04,0.0
40319,0.08,0.0
40339,0.03,0.0
40358,0.13,0.0
40378,0.06,0.0
40398,0.06,0.0
40418,0.05,0.0
40438,0.11,0.0
40457,0.08,0.0
40477,0.12,0.0
40497,0.07,0.0
40517,0.12,0.0
40537,0.05,0.0
40556,0.08,0.0
40576,0.03,0.0
40596,0.07,0.0
40616,0.09,0.0
40636,0.08,0.0
40655,0.09,0.0
40675,0.03,0.02
40695,0.07,0.02
40715,0.01,0.04
40735,0.03,0.04
40754,0.01,0.04
40774,0.02,0.05
40794,0.02,0.04
40814,0.02,0.01
40833,0.05,0.02
40853,0.05,0.04
40873,0.02,0.04
40893,0.01,0.01
40913,0.02,0.01
40932,0.03,0.0
40952,0.02,0.0
40972,0.03,0.0
40992,0.02,0.0
41012,0.06,0.0
41031,0.05,0.0
41051,0.09,0.0
41071,0.04,0.0
41091,0.04,0.0
41111,0.05,0.0
41130,0.04,0.0
41150,0.04,0.0
41170,0.03,0.0
41190,0.03,0.0
41210,0.04,0.0
41229,0.05,0.0
41249,0.02,0.0
41269,0.03,0.03
41289,0.03,0.0
41309,0.03,0.02
41328,0.02,0.01
41348,0.01,0.01
41368,0.04,0.01
41388,0.02,0.02
41407,0.07,0.0
41427,0.02,0.0
41447,0.09,0.0
41467,0.04,0.0
41487,0.07,0.0
41506,0.03,0.0
41526,0.05,0.0
41546,0.05,0.0
41566,0.05,0.0
41586,0.06,0.0
41605,0.04,0.0
41625,0.08,0.0
41645,0.04,0.0
41665,0.08,0.0
41685,0.06,0.0
41704,0.07,0.0
41724,0.07,0.0
41744,0.09,0.0
41764,0.08,0.0
41784,0.07,0.0
41803,0.06,0.0
41823,0.11,0.0
41843,0.06,0.0
41863,0.06,0.0
41883,0.12,0.0
41902,0.07,0.0
41922,0.06,0.0
41942,0.11,0.0
41962,0.07,0.0
41981,0.05,0.0
42001,0.07,0.0
42021,0.08,0.0
42041,0.09,0.0
42061,0.11,0.0
42080,0.04,0.0
42100,0.08,0.0
42120,0.05,0.0
42140,0.09,0.0
42160,0.12,0.0
42179,0.07,0.0
42199,0.04,0.0
42219,0.03,0.0
42239,0.1,0.0
42259,0.07,0.0
42278,0.15,0.0
42298,0.05,0.0
42318,0.09,0.0
42338,0.06,0.0
42358,0.14,0.0
42377,0.08,0.0
42397,0.1,0.0
42417,0.07,0.0
42437,0.06,0.0
42457,0.13,0.0
42476,0.06,0.0
42496,0.08,0.0
42516,0.1,0.0
42536,0.11,0.0
42556,0.05,0.0
42575,0.05,0.0
42595,0.04,0.01
42615,0.05,0.01
42635,0.06,0.04
42654,0.05,0.05
42674,0.07,0.01
42694,0.15,0.08
42714,0.04,0.01
42734,0.06,0.01
42753,0.05,0.0
42773,0.02,0.01
42793,0.06,0.0
42813,0.02,0.0
42833,0.04,0.0
42852,0.04,0.0
42872,0.03,0.0
42892,0.03,0.01
42912,0.03,0.01
42932,0.03,0.0
42951,0.02,0.0
42971,0.02,0.0
42991,0.03,0.0
43011,0.02,0.0
43031,0.02,0.01
43050,0.02,0.01
43070,0.02,0.0
43090,0.02,0.0
43110,0.03,0.0
43130,0.05,0.0
43149,0.05,0.0
43169,0.01,0.0
43189,0.01,0.0
43209,0.01,0.01
43228,0.02,0.0
43248,0.03,0.0
43268,0.04,0.0
43288,0.02,0.01
43308,0.05,0.0
43327,0.03,0.0
43347,0.03,0.0
43367,0.06,0.0
43387,0.02,0.0
43407,0.02,0.0
43426,0.03,0.01
43446,0.04,0.0
43466,0.03,0.0
43486,0.03,0.0
43506,0.01,0.0
43525,0.04,0.0
43545,0.03,0.0
43565,0.08,0.0
43585,0.05,0.0
43605,0.03,0.0
43624,0.02,0.0
43644,0.04,0.0
43664,0.03,0.0
43684,0.06,0.0
43704,0.08,0.0
43723,0.03,0.0
43743,0.03,0.0
43763,0.05,0.0
43783,0.03,0.0
43802,0.06,0.0
43822,0.05,0.0
43842,0.07,0.0
43862,0.09,0.0
43882,0.12,0.0
43901,0.14,0.0
43921,0.05,0.0
43941,0.05,0.0
43961,0.04,0.0
43981,0.04,0.0
44000,0.07,0.01
44020,0.06,0.0
44040,0.05,0.0
44060,0.05,0.0
44080,0.04,0.0
44099,0.09,0.0
44119,0.05,0.01
44139,0.06,0.0
44159,0.05,0.0
44179,0.07,0.0
44198,0.04,0.0
44218,0.08,0.0
44238,0.06,0.0
44258,0.04,0.0
44278,0.03,0.01
44297,0.05,0.0
44317,0.1,0.0
44337,0.03,0.0
44357,0.03,0.0
44376,0.05,0.0
44396,0.1,0.0
44416,0.06,0.01
44436,0.08,0.0
44456,0.05,0.01
44475,0.1,0.0
44495,0.04,0.0
44515,0.04,0.0
44535,0.09,0.0
44555,0.11,0.0
44574,0.06,0.0
44594,0.08,0.0
44614,0.06,0.0
44634,0.05,0.0
44654,0.09,0.0
44673,0.05,0.0
44693,0.06,0.0
44713,0.03,0.0
44733,0.05,0.0
44753,0.03,0.0
44772,0.05,0.0
44792,0.02,0.0
44812,0.09,0.0
44832,0.05,0.0
44852,0.08,0.0
44871,0.03,0.0
44891,0.06,0.0
44911,0.05,0.0
44931,0.04,0.0
44950,0.08,0.0
44970,0.06,0.0
44990,0.09,0.0
45010,0.11,0.0
45030,0.1,0.0
45049,0.05,0.0
45069,0.04,0.0
45089,0.06,0.0
45109,0.05,0.0
45129,0.07,0.0
45148,0.03,0.0
45168,0.06,0.0
45188,0.03,0.01
45208,0.07,0.0
45228,0.06,0.0
45247,0.11,0.0
45267,0.07,0.0
45287,0.04,0.0
45307,0.08,0.0
45327,0.04,0.0
45346,0.05,0.0
45366,0.04,0.0
45386,0.03,0.0
45406,0.04,0.0
45426,0.03,0.0
45445,0.06,0.0
45465,0.03,0.0
45485,0.06,0.0
45505,0.06,0.0
45524,0.1,0.0
45544,0.05,0.0
45564,0.11,0.0
45584,0.12,0.0
45604,0.06,0.0
45623,0.09,0.0
45643,0.06,0.0
45663,0.1,0.0
45683,0.08,0.0
45703,0.06,0.0
45722,0.06,0.0
45742,0.07,0.0
45762,0.06,0.0
45782,0.13,0.0
45802,0.07,0.0
45821,0.09,0.0
45841,0.07,0.0
45861,0.04,0.0
45881,0.09,0.0
45901,0.07,0.0
45920,0.04,0.0
45940,0.05,0.0
45960,0.03,0.0
45980,0.1,0.0
46000,0.05,0.0
46019,0.06,0.0
46039,0.06,0.0
46059,0.15,0.0
46079,0.11,0.0
46098,0.09,0.0
46118,0.06,0.0
46138,0.05,0.0
46158,0.06,0.0
46178,0.12,0.0
46197,0.08,0.0
46217,0.06,0.0
46237,0.07,0.0
46257,0.13,0.0
46277,0.12,0.0
46296,0.09,0.0
46316,0.09,0.0
46336,0.05,0.0
46356,0.11,0.0
46376,0.05,0.0
46395,0.05,0.0
46415,0.07,0.0
46435,0.1,0.0
46455,0.06,0.0
46475,0.1,0.0
46494,0.02,0.0
46514,0.04,0.01
46534,0.05,0.01
46554,0.06,0.01
46574,0.03,0.01
46593,0.05,0.0
46613,0.09,0.0
46633,0.09,0.0
46653,0.03,0.0
46673,0.08,0.0
46692,0.14,0.0
46712,0.05,0.0
46732,0.18,0.0
46752,0.09,0.0
46771,0.12,0.0
46791,0.07,0.0
46811,0.13,0.0
46831,0.06,0.0
46851,0.05,0.0
46870,0.03,0.0
46890,0.05,0.0
46910,0.06,0.0
46930,0.07,0.0
46950,0.06,0.0
46969,0.08,0.0
46989,0.05,0.0
47009,0.07,0.0
47029,0.09,0.0
47049,0.08,0.0
47068,0.09,0.0
47088,0.12,0.0
47108,0.17,0.0
47128,0.06,0.0
47148,0.17,0.0
47167,0.07,0.0
47187,0.14,0.0
47207,0.04,0.0
47227,0.12,0.0
47247,0.09,0.0
47266,0.11,0.0
47286,0.07,0.0
47306,0.06,0.0
47326,0.15,0.0
47345,0.05,0.0
47365,0.07,0.0
47385,0.07,0.0
47405,0.16,0.0
47425,0.03,0.0
47444,0.08,0.0
47464,0.05,0.0
47484,0.04,0.01
47504,0.05,0.01
47524,0.03,0.0
47543,0.07,0.0
47563,0.03,0.0
47583,0.11,0.0
47603,0.04,0.0
47623,0.05,0.0
47642,0.06,0.0
47662,0.07,0.0
47682,0.08,0.0
47702,0.1,0.0
47722,0.08,0.0
47741,0.07,0.0
47761,0.05,0.0
47781,0.06,0.0
47801,0.13,0.0
47821,0.07,0.0
47840,0.05,0.0
47860,0.05,0.0
47880,0.04,0.0
47900,0.12,0.0
47919,0.07,0.0
47939,0.04,0.0
47959,0.06,0.0
47979,0.04,0.0
47999,0.04,0.0
48018,0.04,0.0
48038,0.05,0.0
48058,0.07,0.0
48078,0.02,0.0
48098,0.04,0.0
48117,0.05,0.0
48137,0.04,0.0
48157,0.03,0.0
48177,0.05,0.0
48197,0.03,0.0
48216,0.04,0.0
48236,0.07,0.0
48256,0.02,0.0
48276,0.06,0.0
48296,0.03,0.0
48315,0.07,0.0
48335,0.06,0.0
48355,0.07,0.0
48375,0.08,0.0
48395,0.03,0.0
48414,0.07,0.0
48434,0.06,0.0
48454,0.07,0.0
48474,0.06,0.0
48493,0.07,0.0
48513,0.04,0.0
48533,0.05,0.0
48553,0.08,0.0
48573,0.07,0.0
48592,0.06,0.0
48612,0.09,0.0
48632,0.07,0.0
48652,0.06,0.0
48672,0.12,0.0
48691,0.08,0.0
48711,0.11,0.0
48731,0.1,0.0
48751,0.1,0.0
48771,0.07,0.0
48790,0.05,0.0
48810,0.05,0.0
48830,0.04,0.0
48850,0.06,0.0
48870,0.06,0.0
48889,0.09,0.0
48909,0.1,0.0
48929,0.09,0.0
48949,0.03,0.0
48969,0.07,0.0
48988,0.12,0.0
49008,0.08,0.0
49028,0.1,0.0
49048,0.08,0.0
49067,0.12,0.0
49087,0.09,0.0
49107,0.09,0.0
49127,0.1,0.0
49147,0.12,0.0
49166,0.07,0.0
49186,0.09,0.0
49206,0.07,0.0
49226,0.07,0.0
49246,0.04,0.0
49265,0.06,0.0
49285,0.08,0.0
49305,0.05,0.0
49325,0.09,0.0
49345,0.03,0.0
49364,0.08,0.0
49384,0.1,0.0
49404,0.07,0.0
49424,0.12,0.0
49444,0.03,0.0
49463,0.08,0.0
49483,0.08,0.0
49503,0.08,0.0
49523,0.09,0.0
49543,0.08,0.0
49562,0.06,0.0
49582,0.06,0.0
49602,0.16,0.0
49622,0.05,0.0
49641,0.1,0.0
49661,0.05,0.0
49681,0.07,0.0
49701,0.08,0.0
49721,0.11,0.0
49740,0.04,0.0
49760,0.06,0.0
49780,0.08,0.0
49800,0.07,0.0
49820,0.08,0.0
49839,0.04,0.0
49859,0.03,0.01
49879,0.17,0.1
49899,0.15,0.28
49919,0.25,0.26
49938,0.17,0.07
49958,0.07,0.0
49978,0.06,0.0
49998,0.02,0.0
50018,0.01,0.01
50037,0.02,0.01
50057,0.0,0.11
50077,0.01,0.02
50097,0.01,0.01
50117,0.02,0.01
50136,0.04,0.01
50156,0.02,0.0
50176,0.05,0.0
50196,0.02,0.0
50215,0.06,0.0
50235,0.08,0.0
50255,0.07,0.0
50275,0.03,0.0
50295,0.06,0.0
50314,0.05,0.0
50334,0.02,0.0
50354,0.06,0.0
50374,0.02,0.0
