normalize,fear,happy
31390,0.07,0.0
31392,0.14,0.0
31394,0.19,0.0
31396,0.14,0.01
31398,0.15,0.01
31400,0.14,0.0
31402,0.14,0.01
31404,0.14,0.01
31406,0.1,0.01
31408,0.11,0.01
31410,0.16,0.01
31412,0.14,0.01
31414,0.13,0.0
31416,0.15,0.01
31418,0.09,0.01
31420,0.11,0.0
31422,0.12,0.0
31424,0.08,0.01
31426,0.15,0.0
31428,0.15,0.0
31430,0.15,0.0
31432,0.15,0.01
31434,0.16,0.0
31436,0.13,0.0
31438,0.18,0.0
31440,0.11,0.0
31442,0.13,0.01
31444,0.16,0.0
31446,0.17,0.0
31448,0.1,0.01
31450,0.1,0.0
31452,0.15,0.0
31454,0.08,0.0
31456,0.13,0.0
31458,0.13,0.0
31460,0.11,0.01
31462,0.11,0.0
31464,0.09,0.0
31466,0.21,0.0
31467,0.15,0.0
31469,0.15,0.0
31471,0.14,0.0
31473,0.11,0.0
31475,0.14,0.01
31477,0.17,0.0
31479,0.12,0.0
31481,0.1,0.01
31483,0.19,0.0
31485,0.16,0.0
31487,0.15,0.0
31489,0.1,0.0
31491,0.16,0.0
31493,0.12,0.0
31495,0.09,0.0
31497,0.12,0.01
31499,0.11,0.0
31501,0.13,0.0
31503,0.12,0.0
31505,0.15,0.0
31507,0.17,0.0
31509,0.16,0.0
31511,0.11,0.0
31513,0.14,0.01
31515,0.16,0.01
31517,0.15,0.0
31519,0.19,0.0
31521,0.14,0.0
31523,0.14,0.01
31525,0.11,0.0
31527,0.17,0.0
31529,0.12,0.0
31531,0.19,0.0
31533,0.11,0.01
31535,0.19,0.0
31537,0.29,0.0
31539,0.13,0.01
31541,0.17,0.0
31543,0.16,0.0
31545,0.12,0.0
31547,0.1,0.0
31549,0.09,0.0
31551,0.13,0.0
31553,0.15,0.0
31554,0.12,0.0
31556,0.12,0.0
31558,0.15,0.0
31560,0.16,0.0
31562,0.11,0.0
31564,0.19,0.0
31566,0.1,0.0
31568,0.09,0.01
31570,0.12,0.0
31572,0.11,0.0
31574,0.14,0.01
31576,0.2,0.0
31578,0.09,0.0
31580,0.11,0.0
31582,0.17,0.0
31584,0.1,0.01
31586,0.14,0.01
31588,0.12,0.01
31590,0.15,0.01
31592,0.16,0.01
31594,0.15,0.0
31596,0.19,0.01
31598,0.13,0.0
31600,0.14,0.01
31602,0.21,0.0
31604,0.16,0.0
31606,0.14,0.0
31608,0.11,0.01
31610,0.16,0.01
31612,0.16,0.01
31614,0.09,0.01
31616,0.09,0.0
31618,0.13,0.01
31620,0.07,0.01
31622,0.12,0.0
31624,0.16,0.0
31626,0.13,0.01
31628,0.19,0.01
31630,0.12,0.01
31632,0.15,0.01
31634,0.15,0.0
31636,0.12,0.01
31638,0.15,0.01
31640,0.18,0.01
31642,0.14,0.01
31643,0.1,0.01
31645,0.17,0.01
31647,0.12,0.01
31649,0.2,0.0
31651,0.15,0.01
31653,0.16,0.01
31655,0.14,0.0
31657,0.11,0.01
31659,0.09,0.01
31661,0.12,0.01
31663,0.12,0.01
31665,0.13,0.0
31667,0.21,0.0
31669,0.17,0.0
31671,0.14,0.0
31673,0.16,0.0
31675,0.14,0.01
31677,0.15,0.01
31679,0.19,0.0
31681,0.18,0.01
31683,0.15,0.01
31685,0.17,0.0
31687,0.2,0.0
31689,0.12,0.01
31691,0.13,0.01
31693,0.07,0.0
31695,0.14,0.01
31697,0.12,0.0
31699,0.14,0.01
31701,0.16,0.0
31703,0.17,0.01
31705,0.17,0.01
31707,0.16,0.0
31709,0.14,0.0
31711,0.09,0.01
31713,0.15,0.01
31715,0.2,0.0
31717,0.28,0.01
31719,0.21,0.01
31721,0.14,0.0
31723,0.21,0.01
31725,0.2,0.01
31727,0.18,0.01
31729,0.12,0.01
31730,0.16,0.0
31732,0.13,0.01
31734,0.15,0.01
31736,0.21,0.01
31738,0.17,0.01
31740,0.16,0.01
31742,0.14,0.0
31744,0.21,0.01
31746,0.15,0.01
31748,0.14,0.0
31750,0.17,0.01
31752,0.13,0.0
31754,0.2,0.0
31756,0.22,0.0
31758,0.17,0.0
31760,0.2,0.0
31762,0.1,0.01
31764,0.14,0.01
31766,0.11,0.0
31768,0.14,0.0
31770,0.12,0.01
31772,0.11,0.0
31774,0.13,0.02
31776,0.18,0.0
31778,0.15,0.01
31780,0.16,0.01
31782,0.18,0.01
31784,0.17,0.01
31786,0.16,0.0
31788,0.17,0.01
31790,0.15,0.01
31792,0.16,0.0
31794,0.16,0.0
31796,0.12,0.0
31798,0.12,0.0
31800,0.14,0.0
31802,0.17,0.0
31804,0.14,0.01
31806,0.11,0.0
31808,0.14,0.01
31810,0.17,0.01
31812,0.16,0.0
31814,0.15,0.01
31816,0.1,0.01
31817,0.13,0.02
31819,0.12,0.02
31821,0.09,0.03
31823,0.16,0.04
31825,0.08,0.08
31827,0.08,0.09
31829,0.09,0.22
31831,0.06,0.37
31833,0.05,0.28
31835,0.05,0.41
31837,0.06,0.65
31839,0.08,0.61
31841,0.09,0.67
31843,0.02,0.88
31845,0.04,0.79
31847,0.08,0.7
31849,0.04,0.81
31851,0.03,0.89
31853,0.0,0.96
31855,0.0,0.98
31857,0.0,0.98
31859,0.0,0.98
31861,0.0,0.99
31863,0.0,0.98
31865,0.0,0.99
31867,0.0,0.97
31869,0.0,0.99
31871,0.0,0.99
31873,0.0,0.98
31875,0.0,0.96
31877,0.0,0.98
31879,0.0,0.98
31881,0.0,0.99
31883,0.0,0.99
31885,0.0,0.99
31887,0.0,0.99
31889,0.0,0.99
31891,0.0,0.99
31893,0.0,0.99
31895,0.0,0.99
31897,0.0,0.99
31899,0.0,0.99
31901,0.0,0.99
31903,0.0,0.99
31905,0.0,0.99
31906,0.0,0.99
31908,0.0,0.99
31910,0.0,1.0
31912,0.0,1.0
31914,0.0,0.99
31916,0.0,0.99
31918,0.0,0.99
31920,0.0,0.99
31922,0.0,0.99
31924,0.0,1.0
31926,0.0,0.99
31928,0.0,0.99
31930,0.0,0.99
31932,0.0,0.99
31934,0.0,0.99
31936,0.0,0.99
31938,0.0,0.99
31940,0.0,0.99
31942,0.0,0.99
31944,0.0,0.98
31946,0.0,1.0
31948,0.0,0.98
31950,0.0,0.98
31952,0.0,0.99
31954,0.0,0.99
31956,0.0,0.99
31958,0.0,0.99
31960,0.0,0.98
31962,0.0,0.98
31964,0.0,0.99
31966,0.0,0.99
31968,0.0,0.99
31970,0.0,0.98
31972,0.0,0.98
31974,0.0,0.99
31976,0.0,0.99
31978,0.0,0.99
31980,0.0,0.99
31982,0.0,0.98
31984,0.0,0.98
31986,0.01,0.98
31988,0.0,0.97
31990,0.01,0.93
31992,0.01,0.94
31993,0.0,0.97
31995,0.0,0.96
31997,0.01,0.9
31999,0.01,0.83
32001,0.01,0.91
32003,0.01,0.9
32005,0.01,0.77
32007,0.02,0.82
32009,0.03,0.73
32011,0.02,0.36
32013,0.03,0.41
32015,0.02,0.6
32017,0.03,0.55
32019,0.02,0.41
32021,0.02,0.47
32023,0.03,0.31
32025,0.02,0.27
32027,0.02,0.41
32029,0.03,0.19
32031,0.06,0.32
32033,0.04,0.14
32035,0.05,0.08
32037,0.05,0.19
32039,0.05,0.11
32041,0.03,0.06
32043,0.02,0.38
32045,0.04,0.21
32047,0.05,0.16
32049,0.02,0.31
32051,0.04,0.08
32053,0.03,0.19
32055,0.05,0.27
32057,0.04,0.04
32059,0.02,0.21
32061,0.04,0.21
32063,0.03,0.1
32065,0.04,0.18
32067,0.03,0.15
32069,0.03,0.08
32071,0.02,0.18
32073,0.02,0.23
32075,0.04,0.12
32077,0.03,0.12
32079,0.03,0.17
32080,0.04,0.13
32082,0.02,0.09
32084,0.02,0.12
32086,0.03,0.08
32088,0.03,0.14
32090,0.02,0.11
32092,0.03,0.08
32094,0.04,0.2
32096,0.07,0.13
32098,0.08,0.09
32100,0.04,0.09
32102,0.05,0.07
32104,0.06,0.06
32106,0.04,0.12
32108,0.03,0.06
32110,0.04,0.03
32112,0.03,0.07
32114,0.07,0.04
32116,0.06,0.04
32118,0.02,0.1
32120,0.03,0.04
32122,0.04,0.06
32124,0.06,0.08
32126,0.07,0.07
32128,0.08,0.08
32130,0.05,0.12
32132,0.06,0.07
32134,0.04,0.06
32136,0.04,0.09
32138,0.06,0.05
32140,0.05,0.05
32142,0.05,0.04
32144,0.06,0.05
32146,0.05,0.02
32148,0.02,0.03
32150,0.04,0.02
32152,0.09,0.02
32154,0.06,0.06
32156,0.11,0.04
32158,0.08,0.02
32160,0.09,0.03
32162,0.06,0.02
32164,0.04,0.11
32166,0.04,0.09
32168,0.08,0.1
32169,0.03,0.2
32171,0.05,0.17
32173,0.12,0.09
32175,0.03,0.2
32177,0.03,0.06
32179,0.03,0.11
32181,0.1,0.14
32183,0.1,0.09
32185,0.04,0.04
32187,0.06,0.08
32189,0.08,0.02
32191,0.11,0.03
32193,0.05,0.04
32195,0.09,0.03
32197,0.04,0.02
32199,0.08,0.04
32201,0.09,0.03
32203,0.05,0.03
32205,0.09,0.03
32207,0.09,0.03
32209,0.05,0.05
32211,0.06,0.05
32213,0.07,0.05
32215,0.12,0.11
32217,0.17,0.14
32219,0.31,0.13
32221,0.2,0.08
32223,0.06,0.03
32225,0.11,0.02
32227,0.1,0.03
32229,0.06,0.02
32231,0.07,0.02
32233,0.04,0.02
32235,0.03,0.01
32237,0.05,0.01
32239,0.06,0.02
32241,0.03,0.01
32243,0.04,0.01
32245,0.03,0.01
32247,0.03,0.01
32249,0.02,0.0
32251,0.02,0.01
32253,0.03,0.0
32255,0.01,0.01
32256,0.02,0.01
32258,0.02,0.0
32260,0.03,0.0
32262,0.05,0.01
32264,0.06,0.0
32266,0.08,0.0
32268,0.09,0.0
32270,0.09,0.0
32272,0.12,0.01
32274,0.11,0.0
32276,0.11,0.0
32278,0.09,0.01
32280,0.12,0.01
32282,0.14,0.0
32284,0.13,0.01
32286,0.11,0.01
32288,0.05,0.01
32290,0.09,0.0
32292,0.06,0.0
32294,0.08,0.0
32296,0.18,0.0
32298,0.19,0.0
32300,0.19,0.0
32302,0.13,0.01
32304,0.14,0.0
32306,0.14,0.0
32308,0.13,0.0
32310,0.14,0.0
32312,0.15,0.0
32314,0.14,0.0
32316,0.16,0.0
32318,0.13,0.0
32320,0.2,0.0
32322,0.16,0.0
32324,0.16,0.01
32326,0.13,0.01
32328,0.18,0.0
32330,0.12,0.01
32332,0.14,0.01
32334,0.15,0.0
32336,0.27,0.01
32338,0.16,0.0
32340,0.25,0.01
32342,0.22,0.01
32344,0.13,0.01
32345,0.22,0.01
32347,0.05,0.0
32349,0.08,0.0
32351,0.06,0.0
32353,0.04,0.01
32355,0.06,0.0
32357,0.08,0.01
32359,0.12,0.03
32361,0.08,0.01
32363,0.11,0.01
32365,0.11,0.02
32367,0.09,0.01
32369,0.06,0.01
32371,0.05,0.02
32373,0.05,0.01
32375,0.08,0.02
32377,0.06,0.04
32379,0.08,0.02
32381,0.05,0.03
32383,0.06,0.03
32385,0.04,0.02
32387,0.04,0.03
32389,0.04,0.03
32391,0.07,0.02
32393,0.12,0.03
32395,0.06,0.02
32397,0.07,0.02
32399,0.08,0.02
32401,0.11,0.01
32403,0.06,0.02
32405,0.05,0.02
32407,0.12,0.01
32409,0.19,0.0
32411,0.11,0.02
32413,0.08,0.01
32415,0.21,0.01
32417,0.12,0.02
32419,0.07,0.01
32421,0.1,0.01
32423,0.07,0.02
32425,0.07,0.01
32427,0.15,0.01
32429,0.09,0.02
32431,0.19,0.01
32432,0.16,0.01
32434,0.12,0.01
32436,0.14,0.01
32438,0.06,0.01
32440,0.07,0.02
32442,0.11,0.01
32444,0.12,0.01
32446,0.13,0.01
32448,0.09,0.01
32450,0.09,0.01
32452,0.16,0.01
32454,0.13,0.01
32456,0.07,0.01
32458,0.12,0.01
32460,0.12,0.01
32462,0.12,0.01
32464,0.11,0.01
32466,0.11,0.01
32468,0.06,0.01
32470,0.09,0.01
32472,0.07,0.01
32474,0.11,0.01
32476,0.06,0.01
32478,0.08,0.0
32480,0.17,0.0
32482,0.11,0.0
32484,0.15,0.01
32486,0.09,0.01
32488,0.09,0.0
32490,0.15,0.0
32492,0.11,0.01
32494,0.19,0.01
32496,0.14,0.01
32498,0.1,0.01
32500,0.13,0.01
32502,0.1,0.01
32504,0.11,0.01
32506,0.11,0.01
32508,0.1,0.01
32510,0.14,0.0
32512,0.12,0.0
32514,0.1,0.01
32516,0.11,0.01
32518,0.14,0.0
32519,0.16,0.01
32521,0.17,0.0
32523,0.12,0.0
32525,0.1,0.01
32527,0.12,0.01
32529,0.12,0.01
32531,0.08,0.01
32533,0.13,0.0
32535,0.14,0.01
32537,0.1,0.01
32539,0.09,0.0
32541,0.11,0.01
32543,0.09,0.01
32545,0.16,0.01
32547,0.1,0.0
32549,0.08,0.01
32551,0.16,0.0
32553,0.09,0.0
32555,0.09,0.01
32557,0.09,0.0
32559,0.16,0.01
32561,0.07,0.01
32563,0.14,0.01
32565,0.15,0.01
32567,0.14,0.0
32569,0.13,0.0
32571,0.16,0.0
32573,0.09,0.0
32575,0.12,0.0
32577,0.09,0.01
32579,0.16,0.01
32581,0.09,0.01
32583,0.1,0.0
32585,0.12,0.0
32587,0.17,0.0
32589,0.14,0.0
32591,0.12,0.0
32593,0.13,0.0
32595,0.15,0.01
32597,0.17,0.0
32599,0.1,0.0
32601,0.13,0.01
32603,0.1,0.0
32605,0.07,0.0
32607,0.08,0.01
32608,0.16,0.0
32610,0.06,0.0
32612,0.09,0.0
32614,0.08,0.0
32616,0.11,0.0
32618,0.11,0.0
32620,0.1,0.0
32622,0.04,0.0
32624,0.06,0.0
32626,0.05,0.0
32628,0.05,0.0
32630,0.05,0.0
32632,0.09,0.0
32634,0.09,0.01
32636,0.08,0.0
32638,0.11,0.01
32640,0.11,0.01
32642,0.13,0.0
32644,0.16,0.0
32646,0.09,0.0
32648,0.12,0.0
32650,0.15,0.0
32652,0.12,0.0
32654,0.12,0.0
32656,0.11,0.0
32658,0.15,0.01
32660,0.13,0.0
32662,0.13,0.0
32664,0.19,0.0
32666,0.11,0.0
32668,0.14,0.0
32670,0.07,0.0
32672,0.12,0.0
32674,0.12,0.0
32676,0.11,0.01
32678,0.09,0.0
32680,0.1,0.0
32682,0.09,0.0
32684,0.09,0.0
32686,0.12,0.0
32688,0.13,0.0
32690,0.17,0.0
32692,0.09,0.01
32694,0.12,0.0
32695,0.07,0.01
32697,0.07,0.01
32699,0.07,0.0
32701,0.12,0.0
32703,0.17,0.01
32705,0.17,0.0
32707,0.21,0.0
32709,0.17,0.0
32711,0.13,0.0
32713,0.1,0.0
32715,0.1,0.0
32717,0.11,0.0
32719,0.13,0.0
32721,0.12,0.0
32723,0.09,0.0
32725,0.11,0.0
32727,0.12,0.0
32729,0.12,0.0
32731,0.12,0.0
32733,0.15,0.0
32735,0.11,0.0
32737,0.1,0.0
32739,0.16,0.0
32741,0.13,0.0
32743,0.12,0.0
32745,0.13,0.0
32747,0.2,0.0
32749,0.13,0.01
32751,0.09,0.0
32753,0.12,0.0
32755,0.14,0.0
32757,0.11,0.0
32759,0.21,0.0
32761,0.11,0.0
32763,0.17,0.0
32765,0.09,0.0
32767,0.08,0.01
32769,0.11,0.0
32771,0.11,0.0
32773,0.12,0.0
32775,0.1,0.0
32777,0.12,0.0
32779,0.12,0.0
32781,0.11,0.0
32783,0.12,0.0
32784,0.11,0.0
32786,0.09,0.0
32788,0.17,0.0
32790,0.16,0.01
32792,0.16,0.0
32794,0.12,0.0
32796,0.12,0.0
32798,0.08,0.0
32800,0.15,0.0
32802,0.1,0.0
32804,0.1,0.0
32806,0.13,0.01
32808,0.11,0.0
32810,0.22,0.0
32812,0.14,0.0
32814,0.2,0.0
32816,0.17,0.0
32818,0.1,0.0
32820,0.11,0.0
32822,0.15,0.0
32824,0.1,0.01
32826,0.1,0.0
32828,0.15,0.0
32830,0.08,0.0
32832,0.16,0.0
32834,0.13,0.0
32836,0.17,0.0
32838,0.11,0.0
32840,0.09,0.0
32842,0.06,0.0
32844,0.05,0.0
32846,0.08,0.0
32848,0.11,0.0
32850,0.13,0.0
32852,0.09,0.0
32854,0.14,0.01
32856,0.15,0.0
32858,0.16,0.01
32860,0.17,0.0
32862,0.16,0.0
32864,0.14,0.01
32866,0.19,0.0
32868,0.15,0.0
32870,0.1,0.0
32871,0.05,0.01
32873,0.06,0.0
32875,0.07,0.01
32877,0.07,0.0
32879,0.05,0.0
32881,0.1,0.01
32883,0.1,0.0
32885,0.05,0.0
32887,0.06,0.01
32889,0.11,0.01
32891,0.09,0.01
32893,0.11,0.01
32895,0.18,0.0
32897,0.11,0.01
32899,0.04,0.01
32901,0.11,0.01
32903,0.07,0.0
32905,0.08,0.01
32907,0.09,0.01
32909,0.08,0.01
32911,0.09,0.02
32913,0.07,0.01
32915,0.05,0.01
32917,0.07,0.01
32919,0.06,0.01
32921,0.04,0.02
32923,0.07,0.01
32925,0.09,0.01
32927,0.08,0.01
32929,0.09,0.02
32931,0.12,0.01
32933,0.06,0.04
32935,0.03,0.09
32937,0.04,0.06
32939,0.02,0.17
32941,0.03,0.1
32943,0.06,0.09
32945,0.02,0.13
32947,0.05,0.07
32949,0.04,0.05
32951,0.03,0.1
32953,0.05,0.03
32955,0.06,0.04
32957,0.04,0.06
32958,0.03,0.03
32960,0.04,0.06
32962,0.05,0.05
32964,0.09,0.02
32966,0.04,0.05
32968,0.03,0.07
32970,0.06,0.08
32972,0.04,0.1
32974,0.04,0.1
32976,0.06,0.11
32978,0.04,0.07
32980,0.06,0.09
32982,0.04,0.05
32984,0.05,0.05
32986,0.05,0.03
32988,0.06,0.04
32990,0.06,0.06
32992,0.07,0.05
32994,0.08,0.06
32996,0.05,0.06
32998,0.09,0.04
33000,0.06,0.04
33002,0.05,0.06
33004,0.1,0.03
33006,0.07,0.02
33008,0.06,0.07
33010,0.08,0.05
33012,0.04,0.02
33014,0.07,0.07
33016,0.06,0.03
33018,0.09,0.04
33020,0.04,0.04
33022,0.18,0.05
33024,0.07,0.03
33026,0.09,0.06
33028,0.1,0.02
33030,0.06,0.04
33032,0.09,0.04
33034,0.11,0.03
33036,0.06,0.03
33038,0.06,0.02
33040,0.09,0.02
33042,0.08,0.05
33044,0.1,0.03
33046,0.11,0.04
33047,0.07,0.03
33049,0.13,0.02
33051,0.07,0.03
33053,0.1,0.04
33055,0.12,0.01
33057,0.13,0.03
33059,0.1,0.06
33061,0.07,0.01
33063,0.06,0.03
33065,0.07,0.04
33067,0.07,0.02
33069,0.08,0.03
33071,0.1,0.03
33073,0.09,0.06
33075,0.07,0.04
33077,0.07,0.07
33079,0.11,0.02
33081,0.08,0.04
33083,0.15,0.02
33085,0.05,0.02
33087,0.13,0.03
33089,0.07,0.02
33091,0.15,0.01
33093,0.12,0.01
33095,0.13,0.01
33097,0.09,0.01
33099,0.11,0.07
33101,0.1,0.02
33103,0.11,0.03
33105,0.12,0.04
33107,0.16,0.02
33109,0.1,0.02
33111,0.04,0.13
33113,0.1,0.08
33115,0.06,0.15
33117,0.05,0.15
33119,0.03,0.05
33121,0.07,0.11
33123,0.06,0.17
33125,0.1,0.06
33127,0.09,0.03
33129,0.05,0.23
33131,0.08,0.16
33133,0.09,0.09
33134,0.06,0.11
33136,0.09,0.07
33138,0.12,0.08
33140,0.07,0.16
33142,0.09,0.09
33144,0.05,0.08
33146,0.05,0.03
33148,0.06,0.02
33150,0.03,0.03
33152,0.09,0.08
33154,0.08,0.06
33156,0.05,0.09
33158,0.05,0.09
33160,0.07,0.08
33162,0.04,0.13
33164,0.06,0.11
33166,0.08,0.08
33168,0.05,0.11
33170,0.05,0.06
33172,0.06,0.09
33174,0.06,0.07
33176,0.04,0.09
33178,0.04,0.08
33180,0.05,0.09
33182,0.03,0.07
33184,0.05,0.1
33186,0.07,0.08
33188,0.05,0.05
33190,0.03,0.07
33192,0.06,0.09
33194,0.04,0.05
33196,0.08,0.03
33198,0.07,0.06
33200,0.08,0.02
33202,0.12,0.03
33204,0.08,0.03
33206,0.13,0.03
33208,0.11,0.04
33210,0.05,0.01
33212,0.12,0.01
33214,0.1,0.02
33216,0.06,0.03
33218,0.1,0.02
33220,0.08,0.04
33222,0.08,0.04
33223,0.12,0.03
33225,0.05,0.06
33227,0.09,0.03
33229,0.05,0.03
33231,0.04,0.04
33233,0.07,0.04
33235,0.04,0.04
33237,0.03,0.03
33239,0.04,0.02
33241,0.04,0.03
33243,0.1,0.03
33245,0.09,0.02
33247,0.07,0.03
33249,0.09,0.05
33251,0.09,0.03
33253,0.07,0.03
33255,0.08,0.05
33257,0.07,0.03
33259,0.06,0.05
33261,0.08,0.03
33263,0.08,0.05
33265,0.04,0.06
33267,0.03,0.04
33269,0.09,0.01
33271,0.06,0.03
33273,0.12,0.06
33275,0.03,0.06
33277,0.02,0.04
33279,0.04,0.03
33281,0.07,0.04
33283,0.03,0.05
33285,0.06,0.02
33287,0.03,0.02
33289,0.03,0.03
33291,0.11,0.01
33293,0.14,0.02
33295,0.02,0.04
33297,0.1,0.03
33299,0.03,0.03
33301,0.06,0.06
33303,0.06,0.08
33305,0.03,0.07
33307,0.06,0.04
33309,0.05,0.05
33310,0.02,0.05
33312,0.06,0.03
33314,0.07,0.03
33316,0.03,0.03
33318,0.05,0.05
33320,0.06,0.05
33322,0.01,0.02
33324,0.07,0.04
33326,0.04,0.03
33328,0.03,0.05
33330,0.08,0.04
33332,0.03,0.02
33334,0.01,0.02
33336,0.03,0.03
33338,0.02,0.02
33340,0.02,0.02
33342,0.05,0.03
33344,0.03,0.02
33346,0.02,0.04
33348,0.05,0.03
33350,0.02,0.02
33352,0.04,0.05
33354,0.04,0.02
33356,0.02,0.02
33358,0.02,0.01
33360,0.05,0.02
33362,0.02,0.02
33364,0.04,0.04
33366,0.07,0.01
33368,0.07,0.03
33370,0.02,0.03
33372,0.04,0.02
33374,0.02,0.03
33376,0.06,0.02
33378,0.08,0.01
33380,0.06,0.01
33382,0.05,0.05
33384,0.03,0.02
33386,0.07,0.01
33388,0.1,0.03
33390,0.07,0.02
33392,0.07,0.02
33394,0.05,0.03
33396,0.16,0.01
33397,0.1,0.02
33399,0.13,0.02
33401,0.12,0.02
33403,0.1,0.03
33405,0.07,0.03
33407,0.08,0.02
33409,0.09,0.03
33411,0.25,0.04
33413,0.29,0.05
33415,0.19,0.08
33417,0.31,0.07
33419,0.35,0.07
33421,0.28,0.14
33423,0.29,0.08
33425,0.24,0.09
33427,0.2,0.09
33429,0.23,0.05
33431,0.2,0.03
33433,0.2,0.04
33435,0.19,0.02
33437,0.12,0.02
33439,0.16,0.05
33441,0.09,0.02
33443,0.08,0.06
33445,0.09,0.03
33447,0.08,0.03
33449,0.09,0.04
33451,0.07,0.04
33453,0.07,0.02
33455,0.08,0.03
33457,0.06,0.03
33459,0.07,0.03
33461,0.09,0.03
33463,0.11,0.04
33465,0.09,0.02
33467,0.11,0.05
33469,0.06,0.03
33471,0.09,0.03
33473,0.04,0.04
33475,0.09,0.04
33477,0.06,0.07
33479,0.04,0.08
33481,0.06,0.05
33483,0.05,0.03
33485,0.05,0.08
33486,0.07,0.03
33488,0.07,0.06
33490,0.05,0.14
33492,0.08,0.04
33494,0.07,0.05
33496,0.07,0.03
33498,0.06,0.03
33500,0.04,0.06
33502,0.05,0.03
33504,0.07,0.04
33506,0.12,0.03
33508,0.08,0.03
33510,0.05,0.02
33512,0.03,0.03
33514,0.03,0.04
33516,0.05,0.04
33518,0.05,0.04
33520,0.06,0.01
33522,0.05,0.03
33524,0.05,0.03
33526,0.02,0.02
33528,0.05,0.03
33530,0.03,0.04
33532,0.05,0.02
33534,0.04,0.03
33536,0.06,0.02
33538,0.05,0.02
33540,0.07,0.03
33542,0.06,0.03
33544,0.05,0.02
33546,0.04,0.04
33548,0.07,0.02
33550,0.06,0.01
33552,0.05,0.03
33554,0.06,0.03
33556,0.03,0.02
33558,0.06,0.03
33560,0.04,0.02
33562,0.02,0.02
33564,0.04,0.04
33566,0.06,0.02
33568,0.05,0.02
33570,0.06,0.03
33572,0.05,0.01
33573,0.07,0.02
33575,0.06,0.02
33577,0.08,0.01
33579,0.03,0.02
33581,0.05,0.03
33583,0.04,0.02
33585,0.03,0.01
33587,0.06,0.03
33589,0.09,0.01
33591,0.1,0.02
33593,0.06,0.01
33595,0.04,0.01
33597,0.05,0.01
33599,0.07,0.01
33601,0.03,0.0
33603,0.05,0.03
33605,0.06,0.02
33607,0.06,0.01
33609,0.05,0.02
33611,0.07,0.02
33613,0.07,0.02
33615,0.06,0.03
33617,0.07,0.01
33619,0.08,0.01
33621,0.05,0.04
33623,0.06,0.02
33625,0.07,0.01
33627,0.04,0.01
33629,0.07,0.01
33631,0.06,0.01
33633,0.06,0.01
33635,0.07,0.01
33637,0.07,0.01
33639,0.05,0.01
33641,0.1,0.01
33643,0.06,0.01
33645,0.06,0.01
33647,0.07,0.0
33649,0.04,0.01
33651,0.08,0.01
33653,0.09,0.01
33655,0.09,0.01
33657,0.07,0.01
33659,0.09,0.0
33660,0.05,0.01
33662,0.11,0.01
33664,0.06,0.01
33666,0.12,0.02
33668,0.09,0.01
33670,0.1,0.01
33672,0.09,0.01
33674,0.09,0.01
33676,0.08,0.01
33678,0.08,0.02
33680,0.08,0.02
33682,0.09,0.02
33684,0.08,0.01
33686,0.1,0.0
33688,0.08,0.01
33690,0.06,0.01
33692,0.06,0.01
33694,0.07,0.01
33696,0.06,0.01
33698,0.04,0.0
33700,0.06,0.01
33702,0.04,0.0
33704,0.04,0.01
33706,0.05,0.01
33708,0.07,0.01
33710,0.09,0.01
33712,0.04,0.01
33714,0.1,0.0
33716,0.07,0.0
33718,0.08,0.01
33720,0.09,0.0
33722,0.07,0.01
33724,0.06,0.01
33726,0.06,0.0
33728,0.09,0.0
33730,0.09,0.01
33732,0.06,0.0
33734,0.06,0.01
33736,0.06,0.01
33738,0.1,0.0
33740,0.08,0.0
33742,0.11,0.0
33744,0.09,0.0
33746,0.08,0.0
33748,0.14,0.0
33749,0.1,0.0
33751,0.14,0.0
33753,0.14,0.0
33755,0.12,0.0
33757,0.1,0.01
33759,0.09,0.0
33761,0.08,0.0
33763,0.07,0.0
33765,0.09,0.0
33767,0.12,0.0
33769,0.09,0.0
33771,0.07,0.0
33773,0.08,0.0
33775,0.11,0.0
33777,0.1,0.0
33779,0.05,0.01
33781,0.12,0.0
33783,0.11,0.0
33785,0.12,0.0
33787,0.07,0.0
33789,0.09,0.0
33791,0.1,0.0
33793,0.1,0.0
33795,0.08,0.0
33797,0.12,0.0
33799,0.07,0.0
33801,0.08,0.0
33803,0.08,0.0
33805,0.1,0.0
33807,0.12,0.0
33809,0.13,0.0
33811,0.1,0.0
33813,0.09,0.0
33815,0.1,0.0
33817,0.09,0.0
33819,0.11,0.0
33821,0.17,0.0
33823,0.18,0.0
33825,0.09,0.0
33827,0.13,0.0
33829,0.15,0.0
33831,0.06,0.0
33833,0.11,0.0
33835,0.09,0.0
33836,0.12,0.0
33838,0.1,0.0
33840,0.1,0.0
33842,0.1,0.0
33844,0.14,0.0
33846,0.08,0.0
33848,0.13,0.0
33850,0.13,0.0
33852,0.18,0.0
33854,0.09,0.0
33856,0.11,0.0
33858,0.13,0.0
33860,0.13,0.0
33862,0.12,0.0
33864,0.16,0.0
33866,0.12,0.0
33868,0.12,0.0
33870,0.1,0.0
33872,0.11,0.0
33874,0.13,0.0
33876,0.15,0.0
33878,0.24,0.0
33880,0.21,0.0
33882,0.36,0.0
33884,0.3,0.0
33886,0.14,0.0
33888,0.27,0.0
33890,0.18,0.0
33892,0.13,0.0
33894,0.18,0.0
33896,0.18,0.0
33898,0.13,0.0
33900,0.11,0.0
33902,0.2,0.0
